,academic_session,available_to_erasmus_students,available_to_visiting_students,code,credits,level,remark,school,taught_wholly_by_distance_learning,title,typically_offered
2188,2017-18,No,No,ENG5279,10,Level 5 (SCQF level 11),,School of Engineering,,Energy from Waste M,Semester 2
2189,2017-18,,Yes,ENG5281,10,Level 5 (SCQF level 11),,School of Engineering,,Energy in Biological Systems M,Semester 2
2190,2017-18,No,No,ENG5310,10,Level 5 (SCQF level 11),Glasgow,School of Engineering,,Exploratory Practical Laboratory,Semester 1
2191,2017-18,,Yes,ENG5031,10,Level 5 (SCQF level 11),,School of Engineering,,"Fault Detection, Isolation And Reconfiguration",Semester 2
2192,2017-18,Yes,Yes,ENG5294,10,Level 5 (SCQF level 11),,School of Engineering,,Finite Element Analysis M,Semester 1
2193,2017-18,No,No,ENG5311,20,Level 5 (SCQF level 11),,School of Engineering,,Fundamentals of Manufacturing and CAD,Semester 1
2194,2017-18,,No,ENG5041P,60,Level 5 (SCQF level 11),,School of Engineering,,Individual Project 5,Semester 1
2195,2017-18,,Yes,ENG5295P,40,Level 5 (SCQF level 11),,School of Engineering,,Individual Project C5,Semester 1
2196,2017-18,,No,ENG5297,10,Level 5 (SCQF level 11),,School of Engineering,,Insights to Industry,Semester 1
2197,2017-18,,Yes,ENG5043,20,Level 5 (SCQF level 11),,School of Engineering,,Integrated Engineering Design,Semester 2
2198,2017-18,No,No,ENG5044,20,Level 5 (SCQF level 11),,School of Engineering,,Integrated System Design Project M,Semester 2
2199,2017-18,Yes,Yes,ENG5144,20,Level 5 (SCQF level 11),,School of Engineering,,Introduction To Research In Nanoscience And Nanotechnology,Semester 1
2200,2017-18,,Yes,ENG5048,10,Level 5 (SCQF level 11),,School of Engineering,,Introduction To Wind Engineering,Semester 2
2201,2017-18,No,No,ENG5312,10,Level 5 (SCQF level 11),,School of Engineering,,Introduction to Advanced Manufacturing,Semester 1
2202,2017-18,,No,ENG5046,10,Level 5 (SCQF level 11),,School of Engineering,,Introduction to Aeroelasticity,Semester 2
2203,2017-18,Yes,Yes,ENG5047,10,Level 5 (SCQF level 11),,School of Engineering,,Introduction to Computational Fluid Dynamics,Semester 2
2204,2017-18,Yes,Yes,ENG5049,20,Level 5 (SCQF level 11),,School of Engineering,,Lasers,Semester 1
2205,2017-18,Yes,Yes,ENG5298,10,Level 5 (SCQF level 11),,School of Engineering,,Lasers and Integrated Optics M,Semester 1
2206,2017-18,No,No,ENG5059P,60,Level 5 (SCQF level 11),,School of Engineering,,MSc Project,Summer
2207,2017-18,,Yes,ENG5060P,60,Level 5 (SCQF level 11),,School of Engineering,,MSc Project,Runs Throughout Semesters 1 and 2
2208,2017-18,Yes,Yes,ENG5052,10,Level 5 (SCQF level 11),,School of Engineering,,Materials Engineering,Semester 2
2209,2017-18,Yes,Yes,ENG5300,10,Level 5 (SCQF level 11),,School of Engineering,,Materials Engineering 5,Semester 2
2210,2017-18,,Yes,ENG5053,20,Level 5 (SCQF level 11),,School of Engineering,,Mechanics Of Solids And Structures,Semester 1
2211,2017-18,,Yes,ENG5055,20,Level 5 (SCQF level 11),,School of Engineering,,Micro & Nano Technology,Semester 2
2212,2017-18,No,No,ENG5289,10,Level 5 (SCQF level 11),,School of Engineering,,Microscopy and Optics M,Semester 1
2213,2017-18,,Yes,ENG5056,20,Level 5 (SCQF level 11),,School of Engineering,,Microwave And Mm Wave Circuit Design,Semester 2
2214,2017-18,No,No,ENG5174,10,Level 5 (SCQF level 11),,School of Engineering,,Nanofabrication,Semester 1
2215,2017-18,No,Yes,ENG5062,10,Level 5 (SCQF level 11),,School of Engineering,,Navigation Systems M,Semester 1
2216,2017-18,Yes,Yes,ENG5066,20,Level 5 (SCQF level 11),,School of Engineering,,Optical Communications,Semester 2
2217,2017-18,No,No,ENG5292,20,Level 5 (SCQF level 11),,School of Engineering,,Power Electronics and Drives M,Semester 1
2218,2017-18,No,Yes,ENG5072,10,Level 5 (SCQF level 11),,School of Engineering,,Radar and Electro-Optic Systems M,Semester 2
2219,2017-18,Yes,Yes,ENG5220,20,Level 5 (SCQF level 11),,School of Engineering,,Real Time Embedded Programming,Semester 2
2220,2017-18,Yes,Yes,ENG5275,10,Level 5 (SCQF level 11),,School of Engineering,,Reclamation of Contaminated Land 5,Semester 2
2221,2017-18,,No,ENG5290,10,Level 5 (SCQF level 11),,School of Engineering,,Rehabilitation Engineering M,Semester 2
2222,2017-18,Yes,Yes,ENG5009,10,Level 5 (SCQF level 11),,School of Engineering,,Robust Control 5,Semester 2
2223,2017-18,Yes,Yes,ENG5265,10,Level 5 (SCQF level 11),,School of Engineering,,Rotorcraft Aeromechanics 5,Semester 2
2224,2017-18,,Yes,ENG5282,10,Level 5 (SCQF level 11),,School of Engineering,,Scaffolds and Tissues M,Semester 2
2225,2017-18,No,No,ENG5291,10,Level 5 (SCQF level 11),,School of Engineering,,Signal Processing of Biosignatures M,Semester 1
2226,2017-18,,Yes,ENG5076,10,Level 5 (SCQF level 11),,School of Engineering,,Simulation Of Aerospace Systems,Semester 1
2227,2017-18,,No,ENG5082,10,Level 5 (SCQF level 11),,School of Engineering,,Space Flight Dynamics M,Semester 1
2228,2017-18,,Yes,ENG5081,10,Level 5 (SCQF level 11),,School of Engineering,,Spacecraft Systems 2,Semester 2
2229,2017-18,,No,ENG5260,20,Level 5 (SCQF level 11),,School of Engineering,,Spacecraft Systems M,Semester 1
2230,2017-18,,No,ENG5083,10,Level 5 (SCQF level 11),,School of Engineering,,Spaceflight Dynamics 2,Semester 1
2231,2017-18,Yes,Yes,ENG5224,10,Level 5 (SCQF level 11),,School of Engineering,,Structural Concrete 5,Semester 2
2232,2017-18,Yes,Yes,ENG5273,20,Level 5 (SCQF level 11),,School of Engineering,,Structural Design Project 5,Semester 2
2233,2017-18,No,No,ENG5087,20,Level 5 (SCQF level 11),,School of Engineering,,Structural Engineering Preliminary Research Project M,Semester 2
2234,2017-18,No,No,ENG5088,10,Level 5 (SCQF level 11),,School of Engineering,,Structural Engineering Review Project M,Semester 1
2235,2017-18,Yes,Yes,ENG5304,10,Level 5 (SCQF level 11),,School of Engineering,,Transport Network Optimisation 5,Semester 2
2236,2017-18,No,No,ENG5280,10,Level 5 (SCQF level 11),,School of Engineering,,Turbulent Flows 5,Semester 2
2237,2017-18,Yes,Yes,ENG5302,10,Level 5 (SCQF level 11),,School of Engineering,,Ultrasound Technology and Applications,Semester 2
2238,2017-18,,Yes,ENG5092,20,Level 5 (SCQF level 11),,School of Engineering,,VLSI Design M,Semester 1
2239,2017-18,,Yes,ENG5090,20,Level 5 (SCQF level 11),,School of Engineering,,Vibration,Semester 2
2240,2017-18,,Yes,ENG5091,10,Level 5 (SCQF level 11),,School of Engineering,,Viscous Shear Flows,Semester 1
2241,2017-18,Yes,Yes,ENG5293,20,Level 5 (SCQF level 11),,School of Engineering,,Water and Environment Design 5,Semester 2
2242,2017-18,Yes,Yes,ENGLANG1001,20,Level 1 (SCQF level 7),,School of Critical Studies,,English Language and Linguistics 1A,Semester 1
2243,2017-18,Yes,Yes,ENGLANG1003,20,Level 1 (SCQF level 7),,School of Critical Studies,,English Language and Linguistics 1B,Semester 2
2244,2017-18,Yes,Yes,ENGLANG2004,20,Level 2 (SCQF level 8),,School of Critical Studies,,English Language and Linguistics 2A,Semester 1
2245,2017-18,Yes,Yes,ENGLANG2005,20,Level 2 (SCQF level 8),,School of Critical Studies,,English Language and Linguistics 2B,Semester 2
2246,2017-18,No,No,ENGLANG3001,20,Level 3 (SCQF level 9),,School of Critical Studies,,Medieval English Literature 1 Non Honours,Either Semester 1 or Semester 2
2247,2017-18,No,No,ENGLANG3003,20,Level 3 (SCQF level 9),,School of Critical Studies,,Medieval English Literature 2 Non-Honours,Either Semester 1 or Semester 2
2248,2017-18,No,No,ENGLANG3002,20,Level 3 (SCQF level 9),,School of Critical Studies,,Name Studies Non Honours,Either Semester 1 or Semester 2
2249,2017-18,Yes,Yes,ENGLANG4031,20,Level 4 (SCQF level 10),,School of Critical Studies,,Contemporary Issues in Semantics,Either Semester 1 or Semester 2
2250,2017-18,Yes,Yes,ENGLANG4032,20,Level 4 (SCQF level 10),,School of Critical Studies,,Corpus Linguistics,Either Semester 1 or Semester 2
2251,2017-18,Yes,Yes,ENGLANG4033,20,Level 4 (SCQF level 10),,School of Critical Studies,,Culture and English Language Teaching,Either Semester 1 or Semester 2
2252,2017-18,No,No,ENGLANG4058P,20,Level 4 (SCQF level 10),,School of Critical Studies,,Dissertation in English Language (20 credits),Semester 2
2253,2017-18,No,No,ENGLANG4034P,40,Level 4 (SCQF level 10),,School of Critical Studies,,Dissertation in English Language (40 credits),Runs Throughout Semesters 1 and 2
2254,2017-18,Yes,Yes,ENGLANG4057,20,Level 4 (SCQF level 10),,School of Critical Studies,,Early English Drama,Either Semester 1 or Semester 2
2255,2017-18,Yes,Yes,ENGLANG4035,20,Level 4 (SCQF level 10),,School of Critical Studies,,"Heroes, Outlaws, and Outsiders: Old English and Old Icelandic Literature in Translation",Either Semester 1 or Semester 2
2256,2017-18,Yes,Yes,ENGLANG4036,20,Level 4 (SCQF level 10),,School of Critical Studies,,Historical English Texts,Either Semester 1 or Semester 2
2257,2017-18,Yes,Yes,ENGLANG4037,20,Level 4 (SCQF level 10),,School of Critical Studies,,History of English,Either Semester 1 or Semester 2
2258,2017-18,Yes,Yes,ENGLANG4038,20,Level 4 (SCQF level 10),,School of Critical Studies,,History of Scots,Either Semester 1 or Semester 2
2259,2017-18,Yes,Yes,ENGLANG4039,20,Level 4 (SCQF level 10),,School of Critical Studies,,History of the Scottish Book,Either Semester 1 or Semester 2
2260,2017-18,Yes,Yes,ENGLANG4059,20,Level 4 (SCQF level 10),,School of Critical Studies,,Introduction to Psycholinguistics,Either Semester 1 or Semester 2
2261,2017-18,Yes,Yes,ENGLANG4040,20,Level 4 (SCQF level 10),,School of Critical Studies,,Lexicography,Either Semester 1 or Semester 2
2262,2017-18,Yes,Yes,ENGLANG4041,20,Level 4 (SCQF level 10),,School of Critical Studies,,Medieval English Literature 1,Either Semester 1 or Semester 2
2263,2017-18,Yes,Yes,ENGLANG4042,20,Level 4 (SCQF level 10),,School of Critical Studies,,Medieval English Literature 2,Either Semester 1 or Semester 2
2264,2017-18,Yes,Yes,ENGLANG4061,20,Level 4 (SCQF level 10),,School of Critical Studies,,Medieval and Early Modern Literary Texts,Either Semester 1 or Semester 2
2265,2017-18,Yes,Yes,ENGLANG4043,20,Level 4 (SCQF level 10),,School of Critical Studies,,Methods in Sociolinguistic Variation,Either Semester 1 or Semester 2
2266,2017-18,Yes,Yes,ENGLANG4062,20,Level 4 (SCQF level 10),,School of Critical Studies,,Modern Scottish Language,Either Semester 1 or Semester 2
2267,2017-18,Yes,Yes,ENGLANG4044,20,Level 4 (SCQF level 10),,School of Critical Studies,,Name Studies,Either Semester 1 or Semester 2
2268,2017-18,Yes,Yes,ENGLANG4045,20,Level 4 (SCQF level 10),,School of Critical Studies,,Narrative and Cognitive Stylistics,Either Semester 1 or Semester 2
2269,2017-18,Yes,Yes,ENGLANG4046,20,Level 4 (SCQF level 10),,School of Critical Studies,,Old English Language,Either Semester 1 or Semester 2
2270,2017-18,Yes,Yes,ENGLANG4047,20,Level 4 (SCQF level 10),,School of Critical Studies,,Old Icelandic Language,Either Semester 1 or Semester 2
2271,2017-18,Yes,Yes,ENGLANG4048,20,Level 4 (SCQF level 10),,School of Critical Studies,,Phonetics 1: Introductory Concepts,Either Semester 1 or Semester 2
2272,2017-18,Yes,Yes,ENGLANG4049,20,Level 4 (SCQF level 10),,School of Critical Studies,,Phonetics 2: Advanced Concepts,Either Semester 1 or Semester 2
2273,2017-18,Yes,Yes,ENGLANG4050,20,Level 4 (SCQF level 10),,School of Critical Studies,,Professional Discourse and Conversation Analysis,Either Semester 1 or Semester 2
2274,2017-18,Yes,Yes,ENGLANG4051,20,Level 4 (SCQF level 10),,School of Critical Studies,,Reading the Past: From Script to Print,Either Semester 1 or Semester 2
2275,2017-18,Yes,Yes,ENGLANG4052,20,Level 4 (SCQF level 10),,School of Critical Studies,,Semantics and Pragmatics,Either Semester 1 or Semester 2
2276,2017-18,Yes,Yes,ENGLANG4053,20,Level 4 (SCQF level 10),,School of Critical Studies,,Sociolinguistics,Either Semester 1 or Semester 2
2277,2017-18,Yes,Yes,ENGLANG4060,20,Level 4 (SCQF level 10),,School of Critical Studies,,The Language of Laws,Either Semester 1 or Semester 2
2278,2017-18,Yes,Yes,ENGLANG4054,20,Level 4 (SCQF level 10),,School of Critical Studies,,Theories of Grammar,Either Semester 1 or Semester 2
2279,2017-18,Yes,Yes,ENGLANG4055,20,Level 4 (SCQF level 10),,School of Critical Studies,,Written Text Analysis,Either Semester 1 or Semester 2
2280,2017-18,Yes,Yes,ENGLANG5092,20,Level 5 (SCQF level 11),,School of Critical Studies,,Experimental Design and Data Analysis,Semester 2
2281,2017-18,Yes,Yes,ENGLANG5020,20,Level 5 (SCQF level 11),,School of Critical Studies,,Introduction to English Medieval Manuscript Studies,Either Semester 1 or Semester 2
2282,2017-18,No,No,ENGLANG5090P,90,Level 5 (SCQF level 11),,School of Critical Studies,,MRes Dissertation in English Language,Summer
2283,2017-18,No,No,ENGLANG5088P,100,Level 5 (SCQF level 11),100,School of Critical Studies,,MRes Dissertation in English Language,Summer
2284,2017-18,No,No,ENGLANG5089P,120,Level 5 (SCQF level 11),120,School of Critical Studies,,MRes Dissertation in English Language,Summer
2285,2017-18,No,No,ENGLANG5084P,60,Level 5 (SCQF level 11),,School of Critical Studies,,MSc DISSERTATION IN ENGLISH LANGUAGE & ENGLISH LINGUISTICS,Summer
2286,2017-18,,Yes,ENGLANG5070,20,Level 5 (SCQF level 11),,School of Critical Studies,,MSc in English Language and English Linguistics - Core Course A (Modern English Language),Either Semester 1 or Semester 2
2287,2017-18,,Yes,ENGLANG5072,20,Level 5 (SCQF level 11),,School of Critical Studies,,MSc in English Language and English Linguistics - Core Course C (Research Training I),Semester 1
2288,2017-18,,Yes,ENGLANG5076,20,Level 5 (SCQF level 11),Option,School of Critical Studies,,MSc in English Language and English Linguistics - Discourse Studies,Semester 2
2289,2017-18,,Yes,ENGLANG5081,20,Level 5 (SCQF level 11),Option,School of Critical Studies,,MSc in English Language and English Linguistics - Onomastics,Either Semester 1 or Semester 2
2290,2017-18,,Yes,ENGLANG5074,20,Level 5 (SCQF level 11),Option,School of Critical Studies,,MSc in English Language and English Linguistics - Phonetics & Phonology,Semester 2
2291,2017-18,,Yes,ENGLANG5083,20,Level 5 (SCQF level 11),Option,School of Critical Studies,,MSc in English Language and English Linguistics - Semantics,Semester 2
2292,2017-18,,Yes,ENGLANG5077,20,Level 5 (SCQF level 11),Option,School of Critical Studies,,MSc in English Language and English Linguistics - Sociolinguistics,Semester 2
2293,2017-18,,Yes,ENGLANG5087,30,Level 5 (SCQF level 11),,School of Humanities,,History of the Book in Scotland,Semester 1
2294,2017-18,Yes,Yes,ENGLIT1011,20,Level 1 (SCQF level 7),,School of Critical Studies,,English Literature 1A: Poetry & Poetics,Semester 1
2295,2017-18,Yes,Yes,ENGLIT1010,20,Level 1 (SCQF level 7),,School of Critical Studies,,English Literature 1B: The Novel & Narratology,Semester 2
2296,2017-18,Yes,Yes,ENGLIT2001,20,Level 2 (SCQF level 8),,School of Critical Studies,,English Literature 2A: Writing & Ideology,Semester 1
2297,2017-18,Yes,Yes,ENGLIT2002,20,Level 2 (SCQF level 8),,School of Critical Studies,,English Literature 2B: Writing & Text,Semester 2
2298,2017-18,No,Yes,ENGLIT3003,30,Level 3 (SCQF level 9),,School of Critical Studies,,Humanities in the Classroom Level 3 (with work placement),Semester 2
2299,2017-18,No,No,ENGLIT3005,20,Level 3 (SCQF level 9),,School of Critical Studies,,Irish and Scottish Literature post 1900 Non-Honours,Either Semester 1 or Semester 2
2300,2017-18,Yes,No,ENGLIT3004,30,Level 3 (SCQF level 9),,School of Critical Studies,,Irish and Scottish Literature since 1900 Level 3,Either Semester 1 or Semester 2
2301,2017-18,Yes,Yes,ENGLIT4083,20,Level 4 (SCQF level 10),,School of Critical Studies,,American Literature 1 (1836-1929),Either Semester 1 or Semester 2
2302,2017-18,Yes,Yes,ENGLIT4084,20,Level 4 (SCQF level 10),,School of Critical Studies,,American Literature 2 (1930 to present),Either Semester 1 or Semester 2
2303,2017-18,Yes,Yes,ENGLIT4092,20,Level 4 (SCQF level 10),,School of Critical Studies,,British Children's Literature,Either Semester 1 or Semester 2
2304,2017-18,No,No,ENGLIT4115,20,Level 4 (SCQF level 10),,School of Critical Studies,,"Core Course 1: Author, Reader, World",Either Semester 1 or Semester 2
2305,2017-18,No,No,ENGLIT4116,20,Level 4 (SCQF level 10),,School of Critical Studies,,"Core Course 2: Text, Time, Performance",Either Semester 1 or Semester 2
2306,2017-18,No,No,ENGLIT4118P,40,Level 4 (SCQF level 10),,School of Critical Studies,,Creative Writing Dissertation,Runs Throughout Semesters 1 and 2
2307,2017-18,Yes,Yes,ENGLIT4119,20,Level 4 (SCQF level 10),,School of Critical Studies,,Creative Writing Fiction,Either Semester 1 or Semester 2
2308,2017-18,Yes,Yes,ENGLIT4120,20,Level 4 (SCQF level 10),,School of Critical Studies,,Creative Writing Hybrid Forms,Either Semester 1 or Semester 2
2309,2017-18,Yes,Yes,ENGLIT4121,20,Level 4 (SCQF level 10),,School of Critical Studies,,Creative Writing Poetry,Either Semester 1 or Semester 2
2310,2017-18,Yes,Yes,ENGLIT4122,20,Level 4 (SCQF level 10),,School of Critical Studies,,Detection and Crime Literature: From Poe to the Present,Either Semester 1 or Semester 2
2311,2017-18,Yes,Yes,ENGLIT4093,20,Level 4 (SCQF level 10),,School of Critical Studies,,Dickens and the Popular Imagination,Either Semester 1 or Semester 2
2312,2017-18,No,No,ENGLIT4117P,40,Level 4 (SCQF level 10),,School of Critical Studies,,English Literature Dissertation,Either Semester 1 or Semester 2
2313,2017-18,Yes,Yes,ENGLIT4094,20,Level 4 (SCQF level 10),,School of Critical Studies,,Irish and Scottish Literature post 1900,Either Semester 1 or Semester 2
2314,2017-18,Yes,Yes,ENGLIT4095,20,Level 4 (SCQF level 10),,School of Critical Studies,,James Joyce,Either Semester 1 or Semester 2
2315,2017-18,Yes,Yes,ENGLIT4085,20,Level 4 (SCQF level 10),,School of Critical Studies,,Literary Theory,Either Semester 1 or Semester 2
2316,2017-18,Yes,Yes,ENGLIT4086,20,Level 4 (SCQF level 10),,School of Critical Studies,,Literature 1510-1660,Either Semester 1 or Semester 2
2317,2017-18,Yes,Yes,ENGLIT4087,20,Level 4 (SCQF level 10),,School of Critical Studies,,Literature 1660-1780,Either Semester 1 or Semester 2
2318,2017-18,Yes,Yes,ENGLIT4088,20,Level 4 (SCQF level 10),,School of Critical Studies,,Literature 1780-1840,Either Semester 1 or Semester 2
2319,2017-18,Yes,Yes,ENGLIT4089,20,Level 4 (SCQF level 10),,School of Critical Studies,,Literature 1830-1914,Either Semester 1 or Semester 2
2320,2017-18,Yes,Yes,ENGLIT4090,20,Level 4 (SCQF level 10),,School of Critical Studies,,Literature 1890-1945,Either Semester 1 or Semester 2
2321,2017-18,Yes,Yes,ENGLIT4091,20,Level 4 (SCQF level 10),,School of Critical Studies,,Literature 1945-present,Either Semester 1 or Semester 2
2322,2017-18,Yes,Yes,ENGLIT4125,20,Level 4 (SCQF level 10),,School of Critical Studies,,Literature and Collecting,Either Semester 1 or Semester 2
2323,2017-18,Yes,Yes,ENGLIT4096,20,Level 4 (SCQF level 10),,School of Critical Studies,,Literature and Medicine,Either Semester 1 or Semester 2
2324,2017-18,No,No,ENGLIT4054P,30,Level 4 (SCQF level 10),,School of Critical Studies,,Medical Humanities Dissertation,Runs Throughout Semesters 1 and 2
2325,2017-18,No,No,ENGLIT4123P,40,Level 4 (SCQF level 10),,School of Critical Studies,,Medical Humanities Dissertation 40 credits,Runs Throughout Semesters 1 and 2
2326,2017-18,Yes,Yes,ENGLIT4097,20,Level 4 (SCQF level 10),,School of Critical Studies,,Modern American Women's Writing,Either Semester 1 or Semester 2
2327,2017-18,Yes,Yes,ENGLIT4098,20,Level 4 (SCQF level 10),,School of Critical Studies,,Modernism and the Politics of Gender,Either Semester 1 or Semester 2
2328,2017-18,Yes,Yes,ENGLIT4099,20,Level 4 (SCQF level 10),,School of Critical Studies,,Postcolonialism: Writing & Theory,Either Semester 1 or Semester 2
2329,2017-18,Yes,Yes,ENGLIT4100,20,Level 4 (SCQF level 10),,School of Critical Studies,,Radical Theory: Culture and Critique since 1968,Either Semester 1 or Semester 2
2330,2017-18,Yes,Yes,ENGLIT4101,20,Level 4 (SCQF level 10),,School of Critical Studies,,Realism and Fantasy in Victorian Literature,Either Semester 1 or Semester 2
2331,2017-18,Yes,Yes,ENGLIT4102,20,Level 4 (SCQF level 10),,School of Critical Studies,,"Religion, Politics and Philosophy in Early Modern English Literature",Either Semester 1 or Semester 2
2332,2017-18,Yes,Yes,ENGLIT4103,20,Level 4 (SCQF level 10),,School of Critical Studies,,Representing the Real in Contemporary Literature,Either Semester 1 or Semester 2
2333,2017-18,Yes,Yes,ENGLIT4104,20,Level 4 (SCQF level 10),,School of Critical Studies,,Romantic Ecologies,Either Semester 1 or Semester 2
2334,2017-18,Yes,Yes,ENGLIT4105,20,Level 4 (SCQF level 10),,School of Critical Studies,,Romanticism and Revolution,Either Semester 1 or Semester 2
2335,2017-18,Yes,Yes,ENGLIT4106,20,Level 4 (SCQF level 10),,School of Critical Studies,,Science Fiction 1945-present,Either Semester 1 or Semester 2
2336,2017-18,Yes,Yes,ENGLIT4107,20,Level 4 (SCQF level 10),,School of Critical Studies,,Shakespeare and his Contemporaries: Playing with History,Either Semester 1 or Semester 2
2337,2017-18,Yes,Yes,ENGLIT4108,20,Level 4 (SCQF level 10),,School of Critical Studies,,Shakespearean Forms from Sonnet to Tragedy,Either Semester 1 or Semester 2
2338,2017-18,Yes,Yes,ENGLIT4109,20,Level 4 (SCQF level 10),,School of Critical Studies,,The Contemporary Novel: Transatlantic Crosscurrents,Either Semester 1 or Semester 2
2339,2017-18,Yes,Yes,ENGLIT4110,20,Level 4 (SCQF level 10),,School of Critical Studies,,The Fantastic History of the Twentieth Century,Either Semester 1 or Semester 2
2340,2017-18,Yes,Yes,ENGLIT4111,20,Level 4 (SCQF level 10),,School of Critical Studies,,US Fictions of the Great Depression,Either Semester 1 or Semester 2
2341,2017-18,Yes,Yes,ENGLIT4112,20,Level 4 (SCQF level 10),,School of Critical Studies,,Urban Spaces,Either Semester 1 or Semester 2
2342,2017-18,Yes,Yes,ENGLIT4113,20,Level 4 (SCQF level 10),,School of Critical Studies,,Victorian Popular Fiction,Either Semester 1 or Semester 2
2343,2017-18,Yes,Yes,ENGLIT4124,20,Level 4 (SCQF level 10),,School of Critical Studies,,Visions of London,Either Semester 1 or Semester 2
2344,2017-18,Yes,Yes,ENGLIT4114,20,Level 4 (SCQF level 10),,School of Critical Studies,,"Writing the English Revolution: Literature, Politics and Religion from Milton to Marvell",Either Semester 1 or Semester 2
2345,2017-18,No,No,ENGLIT5001,20,Level 5 (SCQF level 11),,School of Critical Studies,,African Modernities: Colonialism and Postcolonialism in the Novel,Either Semester 1 or Semester 2
2346,2017-18,No,No,ENGLIT5103,20,Level 5 (SCQF level 11),,School of Critical Studies,,"Alternative Continuities: Scottish literature, c.1400-1625",Either Semester 1 or Semester 2
2347,2017-18,,Yes,ENGLIT5075,20,Level 5 (SCQF level 11),,School of Critical Studies,,American Fiction of the 1930s,Semester 2
2348,2017-18,,Yes,ENGLIT5012,20,Level 5 (SCQF level 11),,School of Critical Studies,,Decadence And The Modern,Either Semester 1 or Semester 2
2349,2017-18,No,No,ENGLIT5107P,60,Level 5 (SCQF level 11),,School of Critical Studies,,Dissertation Early Modern Literature,Summer
2350,2017-18,No,No,ENGLIT5099,20,Level 5 (SCQF level 11),,School of Critical Studies,,"Drama and Performance, 1200-1576",Either Semester 1 or Semester 2
2351,2017-18,No,No,ENGLIT5100,20,Level 5 (SCQF level 11),,School of Critical Studies,,Early Modern Mythmaking,Either Semester 1 or Semester 2
2352,2017-18,,Yes,ENGLIT5013,20,Level 5 (SCQF level 11),,School of Critical Studies,,Embodiments: Literature And Medicine 1750-1900,Either Semester 1 or Semester 2
2353,2017-18,No,Yes,ENGLIT5095,60,Level 5 (SCQF level 11),,School of Critical Studies,,English Literature Dissertation,Summer
2354,2017-18,No,No,ENGLIT5086,20,Level 5 (SCQF level 11),,School of Critical Studies,,Fantasy 1: 1780-1950.,Semester 1
2355,2017-18,No,No,ENGLIT5085,20,Level 5 (SCQF level 11),,School of Critical Studies,,Fantasy 2: 1950 to the present,Semester 2
2356,2017-18,No,No,ENGLIT5096,20,Level 5 (SCQF level 11),,School of Critical Studies,,Fantasy Across Media,Semester 2
2357,2017-18,No,No,ENGLIT5087P,60,Level 5 (SCQF level 11),,School of Critical Studies,,Fantasy Dissertation,Summer
2358,2017-18,No,No,ENGLIT5015,20,Level 5 (SCQF level 11),,School of Critical Studies,,Fictions Of Adultery,Semester 2
2359,2017-18,No,No,ENGLIT5106,20,Level 5 (SCQF level 11),,School of Critical Studies,,Gender and Religion in Medieval Literature,Semester 2
2360,2017-18,No,No,ENGLIT5097,20,Level 5 (SCQF level 11),,School of Critical Studies,,"Humour, Opposition, and Literature in Early Modern England",Either Semester 1 or Semester 2
2361,2017-18,No,No,ENGLIT5105,20,Level 5 (SCQF level 11),,School of Critical Studies,,Living Memory: looking backwards in the mid-Victorian novel,Either Semester 1 or Semester 2
2362,2017-18,No,No,ENGLIT5088P,100,Level 5 (SCQF level 11),100,School of Critical Studies,,MRes Dissertation in English Literature,Summer
2363,2017-18,No,No,ENGLIT5089P,120,Level 5 (SCQF level 11),120,School of Critical Studies,,MRes Dissertation in English Literature,Summer
2364,2017-18,No,No,ENGLIT5090P,90,Level 5 (SCQF level 11),90,School of Critical Studies,,MRes Dissertation in English Literature,Summer
2365,2017-18,No,No,ENGLIT5091,20,Level 5 (SCQF level 11),,School of Critical Studies,,Medieval and Early Modern 1: From Medieval to Early Modern,Semester 1
2366,2017-18,No,No,ENGLIT5092,20,Level 5 (SCQF level 11),,School of Critical Studies,,Medieval and Early Modern 2: Historic and Critical Approaches,Semester 2
2367,2017-18,,No,ENGLIT5017P,60,Level 5 (SCQF level 11),,School of Critical Studies,,Mlitt In Victorian Literature: Dissertation,Summer
2368,2017-18,,Yes,ENGLIT5026,20,Level 5 (SCQF level 11),,School of Critical Studies,,Modern Everyday,Either Semester 1 or Semester 2
2369,2017-18,No,No,ENGLIT5072,20,Level 5 (SCQF level 11),,School of Critical Studies,,Modernities 2: 1945 to the present,Semester 2
2370,2017-18,No,No,ENGLIT5047P,60,Level 5 (SCQF level 11),,School of Critical Studies,,Modernities Dissertation,Summer
2371,2017-18,No,No,ENGLIT5020,20,Level 5 (SCQF level 11),,School of Critical Studies,,Modernities I:1880-1945,Semester 1
2372,2017-18,No,No,ENGLIT5098,20,Level 5 (SCQF level 11),,School of Critical Studies,,Romantic Worlds: Encountering Environments,Semester 1
2373,2017-18,No,Yes,ENGLIT5101,20,Level 5 (SCQF level 11),,School of Critical Studies,,School of Critical Studies Research Training Course,Runs Throughout Semesters 1 and 2
2374,2017-18,No,No,ENGLIT5102,20,Level 5 (SCQF level 11),,School of Critical Studies,,Seventeenth-Century Women's Writing,Either Semester 1 or Semester 2
2375,2017-18,,Yes,ENGLIT5024,20,Level 5 (SCQF level 11),,School of Critical Studies,,"The American Counterculture, 1945-75",Semester 2
2376,2017-18,No,No,ENGLIT5104,20,Level 5 (SCQF level 11),,School of Critical Studies,,The Bleeding Edge: Contemporary narratives of illness and medicine,Either Semester 1 or Semester 2
