,away_team,date,home_team,result,round,season,season_round,time,venue,match_datetime,home_score,away_score
175,Pumas,"sáb 6 de enero, 2018",Pachuca,VS,jornada-20,clausura-2018,regular,19:06  Hrs.,Hidalgo,2018-01-06 19:06:00,,
176,Veracruz,"sáb 6 de enero, 2018",Necaxa,VS,jornada-20,clausura-2018,regular,21:00  Hrs.,Victoria,2018-01-06 21:00:00,,
177,Chivas,"dom 7 de enero, 2018",Toluca,VS,jornada-20,clausura-2018,regular,12:00  Hrs.,Nemesio Díez Riega,2018-01-07 12:00:00,,
178,Lobos BUAP,"dom 7 de enero, 2018",Santos,VS,jornada-20,clausura-2018,regular,18:00  Hrs.,Estadio TSM Corona,2018-01-07 18:00:00,,
179,América,"dom 7 de enero, 2018",Club Querétaro,VS,jornada-20,clausura-2018,regular,18:00  Hrs.,La Corregidora,2018-01-07 18:00:00,,
180,Tigres,"vie 5 de enero, 2018",Puebla,VS,jornada-21,clausura-2018,regular,19:00  Hrs.,Cuauhtémoc,2018-01-05 19:00:00,,
181,León,"vie 5 de enero, 2018",Atlas,VS,jornada-21,clausura-2018,regular,21:00  Hrs.,Jalisco,2018-01-05 21:00:00,,
182,Club Tijuana,"sáb 6 de enero, 2018",Cruz Azul,VS,jornada-21,clausura-2018,regular,17:00  Hrs.,Azul,2018-01-06 17:00:00,,
183,Morelia,"sáb 6 de enero, 2018",Monterrey,VS,jornada-21,clausura-2018,regular,19:00  Hrs.,BBVA Bancomer,2018-01-06 19:00:00,,
184,Pumas,"sáb 6 de enero, 2018",Pachuca,VS,jornada-21,clausura-2018,regular,19:06  Hrs.,Hidalgo,2018-01-06 19:06:00,,
185,Veracruz,"sáb 6 de enero, 2018",Necaxa,VS,jornada-21,clausura-2018,regular,21:00  Hrs.,Victoria,2018-01-06 21:00:00,,
186,Chivas,"dom 7 de enero, 2018",Toluca,VS,jornada-21,clausura-2018,regular,12:00  Hrs.,Nemesio Díez Riega,2018-01-07 12:00:00,,
187,Lobos BUAP,"dom 7 de enero, 2018",Santos,VS,jornada-21,clausura-2018,regular,18:00  Hrs.,Estadio TSM Corona,2018-01-07 18:00:00,,
188,América,"dom 7 de enero, 2018",Club Querétaro,VS,jornada-21,clausura-2018,regular,18:00  Hrs.,La Corregidora,2018-01-07 18:00:00,,
189,Tigres,"vie 5 de enero, 2018",Puebla,VS,jornada-22,clausura-2018,regular,19:00  Hrs.,Cuauhtémoc,2018-01-05 19:00:00,,
190,León,"vie 5 de enero, 2018",Atlas,VS,jornada-22,clausura-2018,regular,21:00  Hrs.,Jalisco,2018-01-05 21:00:00,,
191,Club Tijuana,"sáb 6 de enero, 2018",Cruz Azul,VS,jornada-22,clausura-2018,regular,17:00  Hrs.,Azul,2018-01-06 17:00:00,,
192,Morelia,"sáb 6 de enero, 2018",Monterrey,VS,jornada-22,clausura-2018,regular,19:00  Hrs.,BBVA Bancomer,2018-01-06 19:00:00,,
193,Pumas,"sáb 6 de enero, 2018",Pachuca,VS,jornada-22,clausura-2018,regular,19:06  Hrs.,Hidalgo,2018-01-06 19:06:00,,
194,Veracruz,"sáb 6 de enero, 2018",Necaxa,VS,jornada-22,clausura-2018,regular,21:00  Hrs.,Victoria,2018-01-06 21:00:00,,
195,Chivas,"dom 7 de enero, 2018",Toluca,VS,jornada-22,clausura-2018,regular,12:00  Hrs.,Nemesio Díez Riega,2018-01-07 12:00:00,,
196,Lobos BUAP,"dom 7 de enero, 2018",Santos,VS,jornada-22,clausura-2018,regular,18:00  Hrs.,Estadio TSM Corona,2018-01-07 18:00:00,,
197,América,"dom 7 de enero, 2018",Club Querétaro,VS,jornada-22,clausura-2018,regular,18:00  Hrs.,La Corregidora,2018-01-07 18:00:00,,
198,Tigres,"vie 5 de enero, 2018",Puebla,VS,jornada-23,clausura-2018,regular,19:00  Hrs.,Cuauhtémoc,2018-01-05 19:00:00,,
199,León,"vie 5 de enero, 2018",Atlas,VS,jornada-23,clausura-2018,regular,21:00  Hrs.,Jalisco,2018-01-05 21:00:00,,
200,Club Tijuana,"sáb 6 de enero, 2018",Cruz Azul,VS,jornada-23,clausura-2018,regular,17:00  Hrs.,Azul,2018-01-06 17:00:00,,
201,Morelia,"sáb 6 de enero, 2018",Monterrey,VS,jornada-23,clausura-2018,regular,19:00  Hrs.,BBVA Bancomer,2018-01-06 19:00:00,,
202,Pumas,"sáb 6 de enero, 2018",Pachuca,VS,jornada-23,clausura-2018,regular,19:06  Hrs.,Hidalgo,2018-01-06 19:06:00,,
203,Veracruz,"sáb 6 de enero, 2018",Necaxa,VS,jornada-23,clausura-2018,regular,21:00  Hrs.,Victoria,2018-01-06 21:00:00,,
204,Chivas,"dom 7 de enero, 2018",Toluca,VS,jornada-23,clausura-2018,regular,12:00  Hrs.,Nemesio Díez Riega,2018-01-07 12:00:00,,
205,Lobos BUAP,"dom 7 de enero, 2018",Santos,VS,jornada-23,clausura-2018,regular,18:00  Hrs.,Estadio TSM Corona,2018-01-07 18:00:00,,
206,América,"dom 7 de enero, 2018",Club Querétaro,VS,jornada-23,clausura-2018,regular,18:00  Hrs.,La Corregidora,2018-01-07 18:00:00,,
207,Tigres,"vie 5 de enero, 2018",Puebla,VS,jornada-24,clausura-2018,regular,19:00  Hrs.,Cuauhtémoc,2018-01-05 19:00:00,,
208,León,"vie 5 de enero, 2018",Atlas,VS,jornada-24,clausura-2018,regular,21:00  Hrs.,Jalisco,2018-01-05 21:00:00,,
209,Club Tijuana,"sáb 6 de enero, 2018",Cruz Azul,VS,jornada-24,clausura-2018,regular,17:00  Hrs.,Azul,2018-01-06 17:00:00,,
210,Morelia,"sáb 6 de enero, 2018",Monterrey,VS,jornada-24,clausura-2018,regular,19:00  Hrs.,BBVA Bancomer,2018-01-06 19:00:00,,
211,Pumas,"sáb 6 de enero, 2018",Pachuca,VS,jornada-24,clausura-2018,regular,19:06  Hrs.,Hidalgo,2018-01-06 19:06:00,,
212,Veracruz,"sáb 6 de enero, 2018",Necaxa,VS,jornada-24,clausura-2018,regular,21:00  Hrs.,Victoria,2018-01-06 21:00:00,,
213,Chivas,"dom 7 de enero, 2018",Toluca,VS,jornada-24,clausura-2018,regular,12:00  Hrs.,Nemesio Díez Riega,2018-01-07 12:00:00,,
214,Lobos BUAP,"dom 7 de enero, 2018",Santos,VS,jornada-24,clausura-2018,regular,18:00  Hrs.,Estadio TSM Corona,2018-01-07 18:00:00,,
215,América,"dom 7 de enero, 2018",Club Querétaro,VS,jornada-24,clausura-2018,regular,18:00  Hrs.,La Corregidora,2018-01-07 18:00:00,,
216,Tigres,"vie 5 de enero, 2018",Puebla,VS,jornada-25,clausura-2018,regular,19:00  Hrs.,Cuauhtémoc,2018-01-05 19:00:00,,
217,León,"vie 5 de enero, 2018",Atlas,VS,jornada-25,clausura-2018,regular,21:00  Hrs.,Jalisco,2018-01-05 21:00:00,,
218,Club Tijuana,"sáb 6 de enero, 2018",Cruz Azul,VS,jornada-25,clausura-2018,regular,17:00  Hrs.,Azul,2018-01-06 17:00:00,,
219,Morelia,"sáb 6 de enero, 2018",Monterrey,VS,jornada-25,clausura-2018,regular,19:00  Hrs.,BBVA Bancomer,2018-01-06 19:00:00,,
220,Pumas,"sáb 6 de enero, 2018",Pachuca,VS,jornada-25,clausura-2018,regular,19:06  Hrs.,Hidalgo,2018-01-06 19:06:00,,
221,Veracruz,"sáb 6 de enero, 2018",Necaxa,VS,jornada-25,clausura-2018,regular,21:00  Hrs.,Victoria,2018-01-06 21:00:00,,
222,Chivas,"dom 7 de enero, 2018",Toluca,VS,jornada-25,clausura-2018,regular,12:00  Hrs.,Nemesio Díez Riega,2018-01-07 12:00:00,,
223,Lobos BUAP,"dom 7 de enero, 2018",Santos,VS,jornada-25,clausura-2018,regular,18:00  Hrs.,Estadio TSM Corona,2018-01-07 18:00:00,,
224,América,"dom 7 de enero, 2018",Club Querétaro,VS,jornada-25,clausura-2018,regular,18:00  Hrs.,La Corregidora,2018-01-07 18:00:00,,
225,Tigres,"vie 5 de enero, 2018",Puebla,VS,jornada-26,clausura-2018,regular,19:00  Hrs.,Cuauhtémoc,2018-01-05 19:00:00,,
226,León,"vie 5 de enero, 2018",Atlas,VS,jornada-26,clausura-2018,regular,21:00  Hrs.,Jalisco,2018-01-05 21:00:00,,
227,Club Tijuana,"sáb 6 de enero, 2018",Cruz Azul,VS,jornada-26,clausura-2018,regular,17:00  Hrs.,Azul,2018-01-06 17:00:00,,
228,Morelia,"sáb 6 de enero, 2018",Monterrey,VS,jornada-26,clausura-2018,regular,19:00  Hrs.,BBVA Bancomer,2018-01-06 19:00:00,,
229,Pumas,"sáb 6 de enero, 2018",Pachuca,VS,jornada-26,clausura-2018,regular,19:06  Hrs.,Hidalgo,2018-01-06 19:06:00,,
230,Veracruz,"sáb 6 de enero, 2018",Necaxa,VS,jornada-26,clausura-2018,regular,21:00  Hrs.,Victoria,2018-01-06 21:00:00,,
231,Chivas,"dom 7 de enero, 2018",Toluca,VS,jornada-26,clausura-2018,regular,12:00  Hrs.,Nemesio Díez Riega,2018-01-07 12:00:00,,
232,Lobos BUAP,"dom 7 de enero, 2018",Santos,VS,jornada-26,clausura-2018,regular,18:00  Hrs.,Estadio TSM Corona,2018-01-07 18:00:00,,
233,América,"dom 7 de enero, 2018",Club Querétaro,VS,jornada-26,clausura-2018,regular,18:00  Hrs.,La Corregidora,2018-01-07 18:00:00,,
234,Tigres,"vie 5 de enero, 2018",Puebla,VS,jornada-27,clausura-2018,regular,19:00  Hrs.,Cuauhtémoc,2018-01-05 19:00:00,,
235,León,"vie 5 de enero, 2018",Atlas,VS,jornada-27,clausura-2018,regular,21:00  Hrs.,Jalisco,2018-01-05 21:00:00,,
236,Club Tijuana,"sáb 6 de enero, 2018",Cruz Azul,VS,jornada-27,clausura-2018,regular,17:00  Hrs.,Azul,2018-01-06 17:00:00,,
237,Morelia,"sáb 6 de enero, 2018",Monterrey,VS,jornada-27,clausura-2018,regular,19:00  Hrs.,BBVA Bancomer,2018-01-06 19:00:00,,
238,Pumas,"sáb 6 de enero, 2018",Pachuca,VS,jornada-27,clausura-2018,regular,19:06  Hrs.,Hidalgo,2018-01-06 19:06:00,,
239,Veracruz,"sáb 6 de enero, 2018",Necaxa,VS,jornada-27,clausura-2018,regular,21:00  Hrs.,Victoria,2018-01-06 21:00:00,,
240,Chivas,"dom 7 de enero, 2018",Toluca,VS,jornada-27,clausura-2018,regular,12:00  Hrs.,Nemesio Díez Riega,2018-01-07 12:00:00,,
241,Lobos BUAP,"dom 7 de enero, 2018",Santos,VS,jornada-27,clausura-2018,regular,18:00  Hrs.,Estadio TSM Corona,2018-01-07 18:00:00,,
242,América,"dom 7 de enero, 2018",Club Querétaro,VS,jornada-27,clausura-2018,regular,18:00  Hrs.,La Corregidora,2018-01-07 18:00:00,,
243,Tigres,"vie 5 de enero, 2018",Puebla,VS,jornada-28,clausura-2018,regular,19:00  Hrs.,Cuauhtémoc,2018-01-05 19:00:00,,
244,León,"vie 5 de enero, 2018",Atlas,VS,jornada-28,clausura-2018,regular,21:00  Hrs.,Jalisco,2018-01-05 21:00:00,,
245,Club Tijuana,"sáb 6 de enero, 2018",Cruz Azul,VS,jornada-28,clausura-2018,regular,17:00  Hrs.,Azul,2018-01-06 17:00:00,,
246,Morelia,"sáb 6 de enero, 2018",Monterrey,VS,jornada-28,clausura-2018,regular,19:00  Hrs.,BBVA Bancomer,2018-01-06 19:00:00,,
247,Pumas,"sáb 6 de enero, 2018",Pachuca,VS,jornada-28,clausura-2018,regular,19:06  Hrs.,Hidalgo,2018-01-06 19:06:00,,
248,Veracruz,"sáb 6 de enero, 2018",Necaxa,VS,jornada-28,clausura-2018,regular,21:00  Hrs.,Victoria,2018-01-06 21:00:00,,
249,Chivas,"dom 7 de enero, 2018",Toluca,VS,jornada-28,clausura-2018,regular,12:00  Hrs.,Nemesio Díez Riega,2018-01-07 12:00:00,,
250,Lobos BUAP,"dom 7 de enero, 2018",Santos,VS,jornada-28,clausura-2018,regular,18:00  Hrs.,Estadio TSM Corona,2018-01-07 18:00:00,,
251,América,"dom 7 de enero, 2018",Club Querétaro,VS,jornada-28,clausura-2018,regular,18:00  Hrs.,La Corregidora,2018-01-07 18:00:00,,
252,Tigres,"vie 5 de enero, 2018",Puebla,VS,jornada-29,clausura-2018,regular,19:00  Hrs.,Cuauhtémoc,2018-01-05 19:00:00,,
253,León,"vie 5 de enero, 2018",Atlas,VS,jornada-29,clausura-2018,regular,21:00  Hrs.,Jalisco,2018-01-05 21:00:00,,
254,Club Tijuana,"sáb 6 de enero, 2018",Cruz Azul,VS,jornada-29,clausura-2018,regular,17:00  Hrs.,Azul,2018-01-06 17:00:00,,
255,Morelia,"sáb 6 de enero, 2018",Monterrey,VS,jornada-29,clausura-2018,regular,19:00  Hrs.,BBVA Bancomer,2018-01-06 19:00:00,,
256,Pumas,"sáb 6 de enero, 2018",Pachuca,VS,jornada-29,clausura-2018,regular,19:06  Hrs.,Hidalgo,2018-01-06 19:06:00,,
257,Veracruz,"sáb 6 de enero, 2018",Necaxa,VS,jornada-29,clausura-2018,regular,21:00  Hrs.,Victoria,2018-01-06 21:00:00,,
258,Chivas,"dom 7 de enero, 2018",Toluca,VS,jornada-29,clausura-2018,regular,12:00  Hrs.,Nemesio Díez Riega,2018-01-07 12:00:00,,
259,Lobos BUAP,"dom 7 de enero, 2018",Santos,VS,jornada-29,clausura-2018,regular,18:00  Hrs.,Estadio TSM Corona,2018-01-07 18:00:00,,
260,América,"dom 7 de enero, 2018",Club Querétaro,VS,jornada-29,clausura-2018,regular,18:00  Hrs.,La Corregidora,2018-01-07 18:00:00,,
261,Tigres,"vie 5 de enero, 2018",Puebla,VS,jornada-30,clausura-2018,regular,19:00  Hrs.,Cuauhtémoc,2018-01-05 19:00:00,,
262,León,"vie 5 de enero, 2018",Atlas,VS,jornada-30,clausura-2018,regular,21:00  Hrs.,Jalisco,2018-01-05 21:00:00,,
263,Club Tijuana,"sáb 6 de enero, 2018",Cruz Azul,VS,jornada-30,clausura-2018,regular,17:00  Hrs.,Azul,2018-01-06 17:00:00,,
264,Morelia,"sáb 6 de enero, 2018",Monterrey,VS,jornada-30,clausura-2018,regular,19:00  Hrs.,BBVA Bancomer,2018-01-06 19:00:00,,
265,Pumas,"sáb 6 de enero, 2018",Pachuca,VS,jornada-30,clausura-2018,regular,19:06  Hrs.,Hidalgo,2018-01-06 19:06:00,,
266,Veracruz,"sáb 6 de enero, 2018",Necaxa,VS,jornada-30,clausura-2018,regular,21:00  Hrs.,Victoria,2018-01-06 21:00:00,,
267,Chivas,"dom 7 de enero, 2018",Toluca,VS,jornada-30,clausura-2018,regular,12:00  Hrs.,Nemesio Díez Riega,2018-01-07 12:00:00,,
268,Lobos BUAP,"dom 7 de enero, 2018",Santos,VS,jornada-30,clausura-2018,regular,18:00  Hrs.,Estadio TSM Corona,2018-01-07 18:00:00,,
269,América,"dom 7 de enero, 2018",Club Querétaro,VS,jornada-30,clausura-2018,regular,18:00  Hrs.,La Corregidora,2018-01-07 18:00:00,,
270,Tigres,"vie 5 de enero, 2018",Puebla,VS,jornada-31,clausura-2018,regular,19:00  Hrs.,Cuauhtémoc,2018-01-05 19:00:00,,
271,León,"vie 5 de enero, 2018",Atlas,VS,jornada-31,clausura-2018,regular,21:00  Hrs.,Jalisco,2018-01-05 21:00:00,,
272,Club Tijuana,"sáb 6 de enero, 2018",Cruz Azul,VS,jornada-31,clausura-2018,regular,17:00  Hrs.,Azul,2018-01-06 17:00:00,,
273,Morelia,"sáb 6 de enero, 2018",Monterrey,VS,jornada-31,clausura-2018,regular,19:00  Hrs.,BBVA Bancomer,2018-01-06 19:00:00,,
274,Pumas,"sáb 6 de enero, 2018",Pachuca,VS,jornada-31,clausura-2018,regular,19:06  Hrs.,Hidalgo,2018-01-06 19:06:00,,
275,Veracruz,"sáb 6 de enero, 2018",Necaxa,VS,jornada-31,clausura-2018,regular,21:00  Hrs.,Victoria,2018-01-06 21:00:00,,
276,Chivas,"dom 7 de enero, 2018",Toluca,VS,jornada-31,clausura-2018,regular,12:00  Hrs.,Nemesio Díez Riega,2018-01-07 12:00:00,,
277,Lobos BUAP,"dom 7 de enero, 2018",Santos,VS,jornada-31,clausura-2018,regular,18:00  Hrs.,Estadio TSM Corona,2018-01-07 18:00:00,,
278,América,"dom 7 de enero, 2018",Club Querétaro,VS,jornada-31,clausura-2018,regular,18:00  Hrs.,La Corregidora,2018-01-07 18:00:00,,
279,Tigres,"vie 5 de enero, 2018",Puebla,VS,jornada-32,clausura-2018,regular,19:00  Hrs.,Cuauhtémoc,2018-01-05 19:00:00,,
280,León,"vie 5 de enero, 2018",Atlas,VS,jornada-32,clausura-2018,regular,21:00  Hrs.,Jalisco,2018-01-05 21:00:00,,
281,Club Tijuana,"sáb 6 de enero, 2018",Cruz Azul,VS,jornada-32,clausura-2018,regular,17:00  Hrs.,Azul,2018-01-06 17:00:00,,
282,Morelia,"sáb 6 de enero, 2018",Monterrey,VS,jornada-32,clausura-2018,regular,19:00  Hrs.,BBVA Bancomer,2018-01-06 19:00:00,,
283,Pumas,"sáb 6 de enero, 2018",Pachuca,VS,jornada-32,clausura-2018,regular,19:06  Hrs.,Hidalgo,2018-01-06 19:06:00,,
284,Veracruz,"sáb 6 de enero, 2018",Necaxa,VS,jornada-32,clausura-2018,regular,21:00  Hrs.,Victoria,2018-01-06 21:00:00,,
285,Chivas,"dom 7 de enero, 2018",Toluca,VS,jornada-32,clausura-2018,regular,12:00  Hrs.,Nemesio Díez Riega,2018-01-07 12:00:00,,
286,Lobos BUAP,"dom 7 de enero, 2018",Santos,VS,jornada-32,clausura-2018,regular,18:00  Hrs.,Estadio TSM Corona,2018-01-07 18:00:00,,
287,América,"dom 7 de enero, 2018",Club Querétaro,VS,jornada-32,clausura-2018,regular,18:00  Hrs.,La Corregidora,2018-01-07 18:00:00,,
288,Tigres,"vie 5 de enero, 2018",Puebla,VS,jornada-33,clausura-2018,regular,19:00  Hrs.,Cuauhtémoc,2018-01-05 19:00:00,,
289,León,"vie 5 de enero, 2018",Atlas,VS,jornada-33,clausura-2018,regular,21:00  Hrs.,Jalisco,2018-01-05 21:00:00,,
290,Club Tijuana,"sáb 6 de enero, 2018",Cruz Azul,VS,jornada-33,clausura-2018,regular,17:00  Hrs.,Azul,2018-01-06 17:00:00,,
291,Morelia,"sáb 6 de enero, 2018",Monterrey,VS,jornada-33,clausura-2018,regular,19:00  Hrs.,BBVA Bancomer,2018-01-06 19:00:00,,
292,Pumas,"sáb 6 de enero, 2018",Pachuca,VS,jornada-33,clausura-2018,regular,19:06  Hrs.,Hidalgo,2018-01-06 19:06:00,,
293,Veracruz,"sáb 6 de enero, 2018",Necaxa,VS,jornada-33,clausura-2018,regular,21:00  Hrs.,Victoria,2018-01-06 21:00:00,,
294,Chivas,"dom 7 de enero, 2018",Toluca,VS,jornada-33,clausura-2018,regular,12:00  Hrs.,Nemesio Díez Riega,2018-01-07 12:00:00,,
295,Lobos BUAP,"dom 7 de enero, 2018",Santos,VS,jornada-33,clausura-2018,regular,18:00  Hrs.,Estadio TSM Corona,2018-01-07 18:00:00,,
296,América,"dom 7 de enero, 2018",Club Querétaro,VS,jornada-33,clausura-2018,regular,18:00  Hrs.,La Corregidora,2018-01-07 18:00:00,,
297,Tigres,"vie 5 de enero, 2018",Puebla,VS,jornada-34,clausura-2018,regular,19:00  Hrs.,Cuauhtémoc,2018-01-05 19:00:00,,
298,León,"vie 5 de enero, 2018",Atlas,VS,jornada-34,clausura-2018,regular,21:00  Hrs.,Jalisco,2018-01-05 21:00:00,,
299,Club Tijuana,"sáb 6 de enero, 2018",Cruz Azul,VS,jornada-34,clausura-2018,regular,17:00  Hrs.,Azul,2018-01-06 17:00:00,,
300,Morelia,"sáb 6 de enero, 2018",Monterrey,VS,jornada-34,clausura-2018,regular,19:00  Hrs.,BBVA Bancomer,2018-01-06 19:00:00,,
301,Pumas,"sáb 6 de enero, 2018",Pachuca,VS,jornada-34,clausura-2018,regular,19:06  Hrs.,Hidalgo,2018-01-06 19:06:00,,
302,Veracruz,"sáb 6 de enero, 2018",Necaxa,VS,jornada-34,clausura-2018,regular,21:00  Hrs.,Victoria,2018-01-06 21:00:00,,
303,Chivas,"dom 7 de enero, 2018",Toluca,VS,jornada-34,clausura-2018,regular,12:00  Hrs.,Nemesio Díez Riega,2018-01-07 12:00:00,,
304,Lobos BUAP,"dom 7 de enero, 2018",Santos,VS,jornada-34,clausura-2018,regular,18:00  Hrs.,Estadio TSM Corona,2018-01-07 18:00:00,,
305,América,"dom 7 de enero, 2018",Club Querétaro,VS,jornada-34,clausura-2018,regular,18:00  Hrs.,La Corregidora,2018-01-07 18:00:00,,
306,Tigres,"vie 5 de enero, 2018",Puebla,VS,jornada-35,clausura-2018,regular,19:00  Hrs.,Cuauhtémoc,2018-01-05 19:00:00,,
307,León,"vie 5 de enero, 2018",Atlas,VS,jornada-35,clausura-2018,regular,21:00  Hrs.,Jalisco,2018-01-05 21:00:00,,
308,Club Tijuana,"sáb 6 de enero, 2018",Cruz Azul,VS,jornada-35,clausura-2018,regular,17:00  Hrs.,Azul,2018-01-06 17:00:00,,
309,Morelia,"sáb 6 de enero, 2018",Monterrey,VS,jornada-35,clausura-2018,regular,19:00  Hrs.,BBVA Bancomer,2018-01-06 19:00:00,,
310,Pumas,"sáb 6 de enero, 2018",Pachuca,VS,jornada-35,clausura-2018,regular,19:06  Hrs.,Hidalgo,2018-01-06 19:06:00,,
311,Veracruz,"sáb 6 de enero, 2018",Necaxa,VS,jornada-35,clausura-2018,regular,21:00  Hrs.,Victoria,2018-01-06 21:00:00,,
312,Chivas,"dom 7 de enero, 2018",Toluca,VS,jornada-35,clausura-2018,regular,12:00  Hrs.,Nemesio Díez Riega,2018-01-07 12:00:00,,
313,Lobos BUAP,"dom 7 de enero, 2018",Santos,VS,jornada-35,clausura-2018,regular,18:00  Hrs.,Estadio TSM Corona,2018-01-07 18:00:00,,
314,América,"dom 7 de enero, 2018",Club Querétaro,VS,jornada-35,clausura-2018,regular,18:00  Hrs.,La Corregidora,2018-01-07 18:00:00,,
315,Tigres,"vie 5 de enero, 2018",Puebla,VS,jornada-36,clausura-2018,regular,19:00  Hrs.,Cuauhtémoc,2018-01-05 19:00:00,,
316,León,"vie 5 de enero, 2018",Atlas,VS,jornada-36,clausura-2018,regular,21:00  Hrs.,Jalisco,2018-01-05 21:00:00,,
317,Club Tijuana,"sáb 6 de enero, 2018",Cruz Azul,VS,jornada-36,clausura-2018,regular,17:00  Hrs.,Azul,2018-01-06 17:00:00,,
318,Morelia,"sáb 6 de enero, 2018",Monterrey,VS,jornada-36,clausura-2018,regular,19:00  Hrs.,BBVA Bancomer,2018-01-06 19:00:00,,
319,Pumas,"sáb 6 de enero, 2018",Pachuca,VS,jornada-36,clausura-2018,regular,19:06  Hrs.,Hidalgo,2018-01-06 19:06:00,,
320,Veracruz,"sáb 6 de enero, 2018",Necaxa,VS,jornada-36,clausura-2018,regular,21:00  Hrs.,Victoria,2018-01-06 21:00:00,,
321,Chivas,"dom 7 de enero, 2018",Toluca,VS,jornada-36,clausura-2018,regular,12:00  Hrs.,Nemesio Díez Riega,2018-01-07 12:00:00,,
322,Lobos BUAP,"dom 7 de enero, 2018",Santos,VS,jornada-36,clausura-2018,regular,18:00  Hrs.,Estadio TSM Corona,2018-01-07 18:00:00,,
323,América,"dom 7 de enero, 2018",Club Querétaro,VS,jornada-36,clausura-2018,regular,18:00  Hrs.,La Corregidora,2018-01-07 18:00:00,,
324,Tigres,"vie 5 de enero, 2018",Puebla,VS,jornada-37,clausura-2018,regular,19:00  Hrs.,Cuauhtémoc,2018-01-05 19:00:00,,
325,León,"vie 5 de enero, 2018",Atlas,VS,jornada-37,clausura-2018,regular,21:00  Hrs.,Jalisco,2018-01-05 21:00:00,,
326,Club Tijuana,"sáb 6 de enero, 2018",Cruz Azul,VS,jornada-37,clausura-2018,regular,17:00  Hrs.,Azul,2018-01-06 17:00:00,,
327,Morelia,"sáb 6 de enero, 2018",Monterrey,VS,jornada-37,clausura-2018,regular,19:00  Hrs.,BBVA Bancomer,2018-01-06 19:00:00,,
328,Pumas,"sáb 6 de enero, 2018",Pachuca,VS,jornada-37,clausura-2018,regular,19:06  Hrs.,Hidalgo,2018-01-06 19:06:00,,
329,Veracruz,"sáb 6 de enero, 2018",Necaxa,VS,jornada-37,clausura-2018,regular,21:00  Hrs.,Victoria,2018-01-06 21:00:00,,
330,Chivas,"dom 7 de enero, 2018",Toluca,VS,jornada-37,clausura-2018,regular,12:00  Hrs.,Nemesio Díez Riega,2018-01-07 12:00:00,,
331,Lobos BUAP,"dom 7 de enero, 2018",Santos,VS,jornada-37,clausura-2018,regular,18:00  Hrs.,Estadio TSM Corona,2018-01-07 18:00:00,,
332,América,"dom 7 de enero, 2018",Club Querétaro,VS,jornada-37,clausura-2018,regular,18:00  Hrs.,La Corregidora,2018-01-07 18:00:00,,
333,Tigres,"vie 5 de enero, 2018",Puebla,VS,jornada-38,clausura-2018,regular,19:00  Hrs.,Cuauhtémoc,2018-01-05 19:00:00,,
334,León,"vie 5 de enero, 2018",Atlas,VS,jornada-38,clausura-2018,regular,21:00  Hrs.,Jalisco,2018-01-05 21:00:00,,
335,Club Tijuana,"sáb 6 de enero, 2018",Cruz Azul,VS,jornada-38,clausura-2018,regular,17:00  Hrs.,Azul,2018-01-06 17:00:00,,
336,Morelia,"sáb 6 de enero, 2018",Monterrey,VS,jornada-38,clausura-2018,regular,19:00  Hrs.,BBVA Bancomer,2018-01-06 19:00:00,,
337,Pumas,"sáb 6 de enero, 2018",Pachuca,VS,jornada-38,clausura-2018,regular,19:06  Hrs.,Hidalgo,2018-01-06 19:06:00,,
338,Veracruz,"sáb 6 de enero, 2018",Necaxa,VS,jornada-38,clausura-2018,regular,21:00  Hrs.,Victoria,2018-01-06 21:00:00,,
339,Chivas,"dom 7 de enero, 2018",Toluca,VS,jornada-38,clausura-2018,regular,12:00  Hrs.,Nemesio Díez Riega,2018-01-07 12:00:00,,
340,Lobos BUAP,"dom 7 de enero, 2018",Santos,VS,jornada-38,clausura-2018,regular,18:00  Hrs.,Estadio TSM Corona,2018-01-07 18:00:00,,
341,América,"dom 7 de enero, 2018",Club Querétaro,VS,jornada-38,clausura-2018,regular,18:00  Hrs.,La Corregidora,2018-01-07 18:00:00,,
342,Tigres,"vie 5 de enero, 2018",Puebla,VS,ida,clausura-2018,cuartos-de-final,19:00  Hrs.,Cuauhtémoc,2018-01-05 19:00:00,,
343,León,"vie 5 de enero, 2018",Atlas,VS,ida,clausura-2018,cuartos-de-final,21:00  Hrs.,Jalisco,2018-01-05 21:00:00,,
344,Club Tijuana,"sáb 6 de enero, 2018",Cruz Azul,VS,ida,clausura-2018,cuartos-de-final,17:00  Hrs.,Azul,2018-01-06 17:00:00,,
345,Morelia,"sáb 6 de enero, 2018",Monterrey,VS,ida,clausura-2018,cuartos-de-final,19:00  Hrs.,BBVA Bancomer,2018-01-06 19:00:00,,
346,Pumas,"sáb 6 de enero, 2018",Pachuca,VS,ida,clausura-2018,cuartos-de-final,19:06  Hrs.,Hidalgo,2018-01-06 19:06:00,,
347,Veracruz,"sáb 6 de enero, 2018",Necaxa,VS,ida,clausura-2018,cuartos-de-final,21:00  Hrs.,Victoria,2018-01-06 21:00:00,,
348,Chivas,"dom 7 de enero, 2018",Toluca,VS,ida,clausura-2018,cuartos-de-final,12:00  Hrs.,Nemesio Díez Riega,2018-01-07 12:00:00,,
349,Lobos BUAP,"dom 7 de enero, 2018",Santos,VS,ida,clausura-2018,cuartos-de-final,18:00  Hrs.,Estadio TSM Corona,2018-01-07 18:00:00,,
