,away_team,date,home_team,result,round,season,season_round,time,venue
216,Tigres,"vie 5 de enero, 2018",Puebla,VS,jornada-25,clausura-2018,regular,19:00  Hrs.,Cuauhtémoc
217,León,"vie 5 de enero, 2018",Atlas,VS,jornada-25,clausura-2018,regular,21:00  Hrs.,Jalisco
218,Club Tijuana,"sáb 6 de enero, 2018",Cruz Azul,VS,jornada-25,clausura-2018,regular,17:00  Hrs.,Azul
219,Morelia,"sáb 6 de enero, 2018",Monterrey,VS,jornada-25,clausura-2018,regular,19:00  Hrs.,BBVA Bancomer
220,Pumas,"sáb 6 de enero, 2018",Pachuca,VS,jornada-25,clausura-2018,regular,19:06  Hrs.,Hidalgo
221,Veracruz,"sáb 6 de enero, 2018",Necaxa,VS,jornada-25,clausura-2018,regular,21:00  Hrs.,Victoria
222,Chivas,"dom 7 de enero, 2018",Toluca,VS,jornada-25,clausura-2018,regular,12:00  Hrs.,Nemesio Díez Riega
223,Lobos BUAP,"dom 7 de enero, 2018",Santos,VS,jornada-25,clausura-2018,regular,18:00  Hrs.,Estadio TSM Corona
224,América,"dom 7 de enero, 2018",Club Querétaro,VS,jornada-25,clausura-2018,regular,18:00  Hrs.,La Corregidora
225,Tigres,"vie 5 de enero, 2018",Puebla,VS,jornada-26,clausura-2018,regular,19:00  Hrs.,Cuauhtémoc
226,León,"vie 5 de enero, 2018",Atlas,VS,jornada-26,clausura-2018,regular,21:00  Hrs.,Jalisco
227,Club Tijuana,"sáb 6 de enero, 2018",Cruz Azul,VS,jornada-26,clausura-2018,regular,17:00  Hrs.,Azul
228,Morelia,"sáb 6 de enero, 2018",Monterrey,VS,jornada-26,clausura-2018,regular,19:00  Hrs.,BBVA Bancomer
229,Pumas,"sáb 6 de enero, 2018",Pachuca,VS,jornada-26,clausura-2018,regular,19:06  Hrs.,Hidalgo
230,Veracruz,"sáb 6 de enero, 2018",Necaxa,VS,jornada-26,clausura-2018,regular,21:00  Hrs.,Victoria
231,Chivas,"dom 7 de enero, 2018",Toluca,VS,jornada-26,clausura-2018,regular,12:00  Hrs.,Nemesio Díez Riega
232,Lobos BUAP,"dom 7 de enero, 2018",Santos,VS,jornada-26,clausura-2018,regular,18:00  Hrs.,Estadio TSM Corona
233,América,"dom 7 de enero, 2018",Club Querétaro,VS,jornada-26,clausura-2018,regular,18:00  Hrs.,La Corregidora
234,Tigres,"vie 5 de enero, 2018",Puebla,VS,jornada-27,clausura-2018,regular,19:00  Hrs.,Cuauhtémoc
235,León,"vie 5 de enero, 2018",Atlas,VS,jornada-27,clausura-2018,regular,21:00  Hrs.,Jalisco
236,Club Tijuana,"sáb 6 de enero, 2018",Cruz Azul,VS,jornada-27,clausura-2018,regular,17:00  Hrs.,Azul
237,Morelia,"sáb 6 de enero, 2018",Monterrey,VS,jornada-27,clausura-2018,regular,19:00  Hrs.,BBVA Bancomer
238,Pumas,"sáb 6 de enero, 2018",Pachuca,VS,jornada-27,clausura-2018,regular,19:06  Hrs.,Hidalgo
239,Veracruz,"sáb 6 de enero, 2018",Necaxa,VS,jornada-27,clausura-2018,regular,21:00  Hrs.,Victoria
240,Chivas,"dom 7 de enero, 2018",Toluca,VS,jornada-27,clausura-2018,regular,12:00  Hrs.,Nemesio Díez Riega
241,Lobos BUAP,"dom 7 de enero, 2018",Santos,VS,jornada-27,clausura-2018,regular,18:00  Hrs.,Estadio TSM Corona
242,América,"dom 7 de enero, 2018",Club Querétaro,VS,jornada-27,clausura-2018,regular,18:00  Hrs.,La Corregidora
243,Tigres,"vie 5 de enero, 2018",Puebla,VS,jornada-28,clausura-2018,regular,19:00  Hrs.,Cuauhtémoc
244,León,"vie 5 de enero, 2018",Atlas,VS,jornada-28,clausura-2018,regular,21:00  Hrs.,Jalisco
245,Club Tijuana,"sáb 6 de enero, 2018",Cruz Azul,VS,jornada-28,clausura-2018,regular,17:00  Hrs.,Azul
246,Morelia,"sáb 6 de enero, 2018",Monterrey,VS,jornada-28,clausura-2018,regular,19:00  Hrs.,BBVA Bancomer
247,Pumas,"sáb 6 de enero, 2018",Pachuca,VS,jornada-28,clausura-2018,regular,19:06  Hrs.,Hidalgo
248,Veracruz,"sáb 6 de enero, 2018",Necaxa,VS,jornada-28,clausura-2018,regular,21:00  Hrs.,Victoria
249,Chivas,"dom 7 de enero, 2018",Toluca,VS,jornada-28,clausura-2018,regular,12:00  Hrs.,Nemesio Díez Riega
250,Lobos BUAP,"dom 7 de enero, 2018",Santos,VS,jornada-28,clausura-2018,regular,18:00  Hrs.,Estadio TSM Corona
251,América,"dom 7 de enero, 2018",Club Querétaro,VS,jornada-28,clausura-2018,regular,18:00  Hrs.,La Corregidora
252,Tigres,"vie 5 de enero, 2018",Puebla,VS,jornada-29,clausura-2018,regular,19:00  Hrs.,Cuauhtémoc
253,León,"vie 5 de enero, 2018",Atlas,VS,jornada-29,clausura-2018,regular,21:00  Hrs.,Jalisco
254,Club Tijuana,"sáb 6 de enero, 2018",Cruz Azul,VS,jornada-29,clausura-2018,regular,17:00  Hrs.,Azul
255,Morelia,"sáb 6 de enero, 2018",Monterrey,VS,jornada-29,clausura-2018,regular,19:00  Hrs.,BBVA Bancomer
256,Pumas,"sáb 6 de enero, 2018",Pachuca,VS,jornada-29,clausura-2018,regular,19:06  Hrs.,Hidalgo
257,Veracruz,"sáb 6 de enero, 2018",Necaxa,VS,jornada-29,clausura-2018,regular,21:00  Hrs.,Victoria
258,Chivas,"dom 7 de enero, 2018",Toluca,VS,jornada-29,clausura-2018,regular,12:00  Hrs.,Nemesio Díez Riega
259,Lobos BUAP,"dom 7 de enero, 2018",Santos,VS,jornada-29,clausura-2018,regular,18:00  Hrs.,Estadio TSM Corona
260,América,"dom 7 de enero, 2018",Club Querétaro,VS,jornada-29,clausura-2018,regular,18:00  Hrs.,La Corregidora
261,Tigres,"vie 5 de enero, 2018",Puebla,VS,jornada-30,clausura-2018,regular,19:00  Hrs.,Cuauhtémoc
262,León,"vie 5 de enero, 2018",Atlas,VS,jornada-30,clausura-2018,regular,21:00  Hrs.,Jalisco
263,Club Tijuana,"sáb 6 de enero, 2018",Cruz Azul,VS,jornada-30,clausura-2018,regular,17:00  Hrs.,Azul
264,Morelia,"sáb 6 de enero, 2018",Monterrey,VS,jornada-30,clausura-2018,regular,19:00  Hrs.,BBVA Bancomer
265,Pumas,"sáb 6 de enero, 2018",Pachuca,VS,jornada-30,clausura-2018,regular,19:06  Hrs.,Hidalgo
266,Veracruz,"sáb 6 de enero, 2018",Necaxa,VS,jornada-30,clausura-2018,regular,21:00  Hrs.,Victoria
267,Chivas,"dom 7 de enero, 2018",Toluca,VS,jornada-30,clausura-2018,regular,12:00  Hrs.,Nemesio Díez Riega
268,Lobos BUAP,"dom 7 de enero, 2018",Santos,VS,jornada-30,clausura-2018,regular,18:00  Hrs.,Estadio TSM Corona
269,América,"dom 7 de enero, 2018",Club Querétaro,VS,jornada-30,clausura-2018,regular,18:00  Hrs.,La Corregidora
270,Tigres,"vie 5 de enero, 2018",Puebla,VS,jornada-31,clausura-2018,regular,19:00  Hrs.,Cuauhtémoc
271,León,"vie 5 de enero, 2018",Atlas,VS,jornada-31,clausura-2018,regular,21:00  Hrs.,Jalisco
272,Club Tijuana,"sáb 6 de enero, 2018",Cruz Azul,VS,jornada-31,clausura-2018,regular,17:00  Hrs.,Azul
273,Morelia,"sáb 6 de enero, 2018",Monterrey,VS,jornada-31,clausura-2018,regular,19:00  Hrs.,BBVA Bancomer
274,Pumas,"sáb 6 de enero, 2018",Pachuca,VS,jornada-31,clausura-2018,regular,19:06  Hrs.,Hidalgo
275,Veracruz,"sáb 6 de enero, 2018",Necaxa,VS,jornada-31,clausura-2018,regular,21:00  Hrs.,Victoria
276,Chivas,"dom 7 de enero, 2018",Toluca,VS,jornada-31,clausura-2018,regular,12:00  Hrs.,Nemesio Díez Riega
277,Lobos BUAP,"dom 7 de enero, 2018",Santos,VS,jornada-31,clausura-2018,regular,18:00  Hrs.,Estadio TSM Corona
278,América,"dom 7 de enero, 2018",Club Querétaro,VS,jornada-31,clausura-2018,regular,18:00  Hrs.,La Corregidora
279,Tigres,"vie 5 de enero, 2018",Puebla,VS,jornada-32,clausura-2018,regular,19:00  Hrs.,Cuauhtémoc
280,León,"vie 5 de enero, 2018",Atlas,VS,jornada-32,clausura-2018,regular,21:00  Hrs.,Jalisco
281,Club Tijuana,"sáb 6 de enero, 2018",Cruz Azul,VS,jornada-32,clausura-2018,regular,17:00  Hrs.,Azul
282,Morelia,"sáb 6 de enero, 2018",Monterrey,VS,jornada-32,clausura-2018,regular,19:00  Hrs.,BBVA Bancomer
283,Pumas,"sáb 6 de enero, 2018",Pachuca,VS,jornada-32,clausura-2018,regular,19:06  Hrs.,Hidalgo
284,Veracruz,"sáb 6 de enero, 2018",Necaxa,VS,jornada-32,clausura-2018,regular,21:00  Hrs.,Victoria
285,Chivas,"dom 7 de enero, 2018",Toluca,VS,jornada-32,clausura-2018,regular,12:00  Hrs.,Nemesio Díez Riega
286,Lobos BUAP,"dom 7 de enero, 2018",Santos,VS,jornada-32,clausura-2018,regular,18:00  Hrs.,Estadio TSM Corona
287,América,"dom 7 de enero, 2018",Club Querétaro,VS,jornada-32,clausura-2018,regular,18:00  Hrs.,La Corregidora
288,Tigres,"vie 5 de enero, 2018",Puebla,VS,jornada-33,clausura-2018,regular,19:00  Hrs.,Cuauhtémoc
289,León,"vie 5 de enero, 2018",Atlas,VS,jornada-33,clausura-2018,regular,21:00  Hrs.,Jalisco
290,Club Tijuana,"sáb 6 de enero, 2018",Cruz Azul,VS,jornada-33,clausura-2018,regular,17:00  Hrs.,Azul
291,Morelia,"sáb 6 de enero, 2018",Monterrey,VS,jornada-33,clausura-2018,regular,19:00  Hrs.,BBVA Bancomer
292,Pumas,"sáb 6 de enero, 2018",Pachuca,VS,jornada-33,clausura-2018,regular,19:06  Hrs.,Hidalgo
293,Veracruz,"sáb 6 de enero, 2018",Necaxa,VS,jornada-33,clausura-2018,regular,21:00  Hrs.,Victoria
294,Chivas,"dom 7 de enero, 2018",Toluca,VS,jornada-33,clausura-2018,regular,12:00  Hrs.,Nemesio Díez Riega
295,Lobos BUAP,"dom 7 de enero, 2018",Santos,VS,jornada-33,clausura-2018,regular,18:00  Hrs.,Estadio TSM Corona
296,América,"dom 7 de enero, 2018",Club Querétaro,VS,jornada-33,clausura-2018,regular,18:00  Hrs.,La Corregidora
297,Tigres,"vie 5 de enero, 2018",Puebla,VS,jornada-34,clausura-2018,regular,19:00  Hrs.,Cuauhtémoc
298,León,"vie 5 de enero, 2018",Atlas,VS,jornada-34,clausura-2018,regular,21:00  Hrs.,Jalisco
299,Club Tijuana,"sáb 6 de enero, 2018",Cruz Azul,VS,jornada-34,clausura-2018,regular,17:00  Hrs.,Azul
300,Morelia,"sáb 6 de enero, 2018",Monterrey,VS,jornada-34,clausura-2018,regular,19:00  Hrs.,BBVA Bancomer
301,Pumas,"sáb 6 de enero, 2018",Pachuca,VS,jornada-34,clausura-2018,regular,19:06  Hrs.,Hidalgo
302,Veracruz,"sáb 6 de enero, 2018",Necaxa,VS,jornada-34,clausura-2018,regular,21:00  Hrs.,Victoria
303,Chivas,"dom 7 de enero, 2018",Toluca,VS,jornada-34,clausura-2018,regular,12:00  Hrs.,Nemesio Díez Riega
304,Lobos BUAP,"dom 7 de enero, 2018",Santos,VS,jornada-34,clausura-2018,regular,18:00  Hrs.,Estadio TSM Corona
305,América,"dom 7 de enero, 2018",Club Querétaro,VS,jornada-34,clausura-2018,regular,18:00  Hrs.,La Corregidora
306,Tigres,"vie 5 de enero, 2018",Puebla,VS,jornada-35,clausura-2018,regular,19:00  Hrs.,Cuauhtémoc
307,León,"vie 5 de enero, 2018",Atlas,VS,jornada-35,clausura-2018,regular,21:00  Hrs.,Jalisco
308,Club Tijuana,"sáb 6 de enero, 2018",Cruz Azul,VS,jornada-35,clausura-2018,regular,17:00  Hrs.,Azul
309,Morelia,"sáb 6 de enero, 2018",Monterrey,VS,jornada-35,clausura-2018,regular,19:00  Hrs.,BBVA Bancomer
310,Pumas,"sáb 6 de enero, 2018",Pachuca,VS,jornada-35,clausura-2018,regular,19:06  Hrs.,Hidalgo
311,Veracruz,"sáb 6 de enero, 2018",Necaxa,VS,jornada-35,clausura-2018,regular,21:00  Hrs.,Victoria
312,Chivas,"dom 7 de enero, 2018",Toluca,VS,jornada-35,clausura-2018,regular,12:00  Hrs.,Nemesio Díez Riega
313,Lobos BUAP,"dom 7 de enero, 2018",Santos,VS,jornada-35,clausura-2018,regular,18:00  Hrs.,Estadio TSM Corona
314,América,"dom 7 de enero, 2018",Club Querétaro,VS,jornada-35,clausura-2018,regular,18:00  Hrs.,La Corregidora
315,Tigres,"vie 5 de enero, 2018",Puebla,VS,jornada-36,clausura-2018,regular,19:00  Hrs.,Cuauhtémoc
316,León,"vie 5 de enero, 2018",Atlas,VS,jornada-36,clausura-2018,regular,21:00  Hrs.,Jalisco
317,Club Tijuana,"sáb 6 de enero, 2018",Cruz Azul,VS,jornada-36,clausura-2018,regular,17:00  Hrs.,Azul
318,Morelia,"sáb 6 de enero, 2018",Monterrey,VS,jornada-36,clausura-2018,regular,19:00  Hrs.,BBVA Bancomer
319,Pumas,"sáb 6 de enero, 2018",Pachuca,VS,jornada-36,clausura-2018,regular,19:06  Hrs.,Hidalgo
320,Veracruz,"sáb 6 de enero, 2018",Necaxa,VS,jornada-36,clausura-2018,regular,21:00  Hrs.,Victoria
321,Chivas,"dom 7 de enero, 2018",Toluca,VS,jornada-36,clausura-2018,regular,12:00  Hrs.,Nemesio Díez Riega
322,Lobos BUAP,"dom 7 de enero, 2018",Santos,VS,jornada-36,clausura-2018,regular,18:00  Hrs.,Estadio TSM Corona
323,América,"dom 7 de enero, 2018",Club Querétaro,VS,jornada-36,clausura-2018,regular,18:00  Hrs.,La Corregidora
324,Tigres,"vie 5 de enero, 2018",Puebla,VS,jornada-37,clausura-2018,regular,19:00  Hrs.,Cuauhtémoc
325,León,"vie 5 de enero, 2018",Atlas,VS,jornada-37,clausura-2018,regular,21:00  Hrs.,Jalisco
326,Club Tijuana,"sáb 6 de enero, 2018",Cruz Azul,VS,jornada-37,clausura-2018,regular,17:00  Hrs.,Azul
327,Morelia,"sáb 6 de enero, 2018",Monterrey,VS,jornada-37,clausura-2018,regular,19:00  Hrs.,BBVA Bancomer
328,Pumas,"sáb 6 de enero, 2018",Pachuca,VS,jornada-37,clausura-2018,regular,19:06  Hrs.,Hidalgo
329,Veracruz,"sáb 6 de enero, 2018",Necaxa,VS,jornada-37,clausura-2018,regular,21:00  Hrs.,Victoria
330,Chivas,"dom 7 de enero, 2018",Toluca,VS,jornada-37,clausura-2018,regular,12:00  Hrs.,Nemesio Díez Riega
331,Lobos BUAP,"dom 7 de enero, 2018",Santos,VS,jornada-37,clausura-2018,regular,18:00  Hrs.,Estadio TSM Corona
332,América,"dom 7 de enero, 2018",Club Querétaro,VS,jornada-37,clausura-2018,regular,18:00  Hrs.,La Corregidora
333,Tigres,"vie 5 de enero, 2018",Puebla,VS,jornada-38,clausura-2018,regular,19:00  Hrs.,Cuauhtémoc
334,León,"vie 5 de enero, 2018",Atlas,VS,jornada-38,clausura-2018,regular,21:00  Hrs.,Jalisco
335,Club Tijuana,"sáb 6 de enero, 2018",Cruz Azul,VS,jornada-38,clausura-2018,regular,17:00  Hrs.,Azul
336,Morelia,"sáb 6 de enero, 2018",Monterrey,VS,jornada-38,clausura-2018,regular,19:00  Hrs.,BBVA Bancomer
337,Pumas,"sáb 6 de enero, 2018",Pachuca,VS,jornada-38,clausura-2018,regular,19:06  Hrs.,Hidalgo
338,Veracruz,"sáb 6 de enero, 2018",Necaxa,VS,jornada-38,clausura-2018,regular,21:00  Hrs.,Victoria
339,Chivas,"dom 7 de enero, 2018",Toluca,VS,jornada-38,clausura-2018,regular,12:00  Hrs.,Nemesio Díez Riega
340,Lobos BUAP,"dom 7 de enero, 2018",Santos,VS,jornada-38,clausura-2018,regular,18:00  Hrs.,Estadio TSM Corona
341,América,"dom 7 de enero, 2018",Club Querétaro,VS,jornada-38,clausura-2018,regular,18:00  Hrs.,La Corregidora
342,Tigres,"vie 5 de enero, 2018",Puebla,VS,ida,clausura-2018,cuartos-de-final,19:00  Hrs.,Cuauhtémoc
343,León,"vie 5 de enero, 2018",Atlas,VS,ida,clausura-2018,cuartos-de-final,21:00  Hrs.,Jalisco
344,Club Tijuana,"sáb 6 de enero, 2018",Cruz Azul,VS,ida,clausura-2018,cuartos-de-final,17:00  Hrs.,Azul
345,Morelia,"sáb 6 de enero, 2018",Monterrey,VS,ida,clausura-2018,cuartos-de-final,19:00  Hrs.,BBVA Bancomer
346,Pumas,"sáb 6 de enero, 2018",Pachuca,VS,ida,clausura-2018,cuartos-de-final,19:06  Hrs.,Hidalgo
347,Veracruz,"sáb 6 de enero, 2018",Necaxa,VS,ida,clausura-2018,cuartos-de-final,21:00  Hrs.,Victoria
348,Chivas,"dom 7 de enero, 2018",Toluca,VS,ida,clausura-2018,cuartos-de-final,12:00  Hrs.,Nemesio Díez Riega
349,Lobos BUAP,"dom 7 de enero, 2018",Santos,VS,ida,clausura-2018,cuartos-de-final,18:00  Hrs.,Estadio TSM Corona
350,América,"dom 7 de enero, 2018",Club Querétaro,VS,ida,clausura-2018,cuartos-de-final,18:00  Hrs.,La Corregidora
351,Tigres,"vie 5 de enero, 2018",Puebla,VS,vuelta,clausura-2018,cuartos-de-final,19:00  Hrs.,Cuauhtémoc
352,León,"vie 5 de enero, 2018",Atlas,VS,vuelta,clausura-2018,cuartos-de-final,21:00  Hrs.,Jalisco
353,Club Tijuana,"sáb 6 de enero, 2018",Cruz Azul,VS,vuelta,clausura-2018,cuartos-de-final,17:00  Hrs.,Azul
354,Morelia,"sáb 6 de enero, 2018",Monterrey,VS,vuelta,clausura-2018,cuartos-de-final,19:00  Hrs.,BBVA Bancomer
355,Pumas,"sáb 6 de enero, 2018",Pachuca,VS,vuelta,clausura-2018,cuartos-de-final,19:06  Hrs.,Hidalgo
356,Veracruz,"sáb 6 de enero, 2018",Necaxa,VS,vuelta,clausura-2018,cuartos-de-final,21:00  Hrs.,Victoria
357,Chivas,"dom 7 de enero, 2018",Toluca,VS,vuelta,clausura-2018,cuartos-de-final,12:00  Hrs.,Nemesio Díez Riega
358,Lobos BUAP,"dom 7 de enero, 2018",Santos,VS,vuelta,clausura-2018,cuartos-de-final,18:00  Hrs.,Estadio TSM Corona
359,América,"dom 7 de enero, 2018",Club Querétaro,VS,vuelta,clausura-2018,cuartos-de-final,18:00  Hrs.,La Corregidora
360,Tigres,"vie 5 de enero, 2018",Puebla,VS,ida,clausura-2018,semifinales,19:00  Hrs.,Cuauhtémoc
361,León,"vie 5 de enero, 2018",Atlas,VS,ida,clausura-2018,semifinales,21:00  Hrs.,Jalisco
362,Club Tijuana,"sáb 6 de enero, 2018",Cruz Azul,VS,ida,clausura-2018,semifinales,17:00  Hrs.,Azul
363,Morelia,"sáb 6 de enero, 2018",Monterrey,VS,ida,clausura-2018,semifinales,19:00  Hrs.,BBVA Bancomer
364,Pumas,"sáb 6 de enero, 2018",Pachuca,VS,ida,clausura-2018,semifinales,19:06  Hrs.,Hidalgo
365,Veracruz,"sáb 6 de enero, 2018",Necaxa,VS,ida,clausura-2018,semifinales,21:00  Hrs.,Victoria
366,Chivas,"dom 7 de enero, 2018",Toluca,VS,ida,clausura-2018,semifinales,12:00  Hrs.,Nemesio Díez Riega
367,Lobos BUAP,"dom 7 de enero, 2018",Santos,VS,ida,clausura-2018,semifinales,18:00  Hrs.,Estadio TSM Corona
368,América,"dom 7 de enero, 2018",Club Querétaro,VS,ida,clausura-2018,semifinales,18:00  Hrs.,La Corregidora
369,Tigres,"vie 5 de enero, 2018",Puebla,VS,vuelta,clausura-2018,semifinales,19:00  Hrs.,Cuauhtémoc
370,León,"vie 5 de enero, 2018",Atlas,VS,vuelta,clausura-2018,semifinales,21:00  Hrs.,Jalisco
371,Club Tijuana,"sáb 6 de enero, 2018",Cruz Azul,VS,vuelta,clausura-2018,semifinales,17:00  Hrs.,Azul
372,Morelia,"sáb 6 de enero, 2018",Monterrey,VS,vuelta,clausura-2018,semifinales,19:00  Hrs.,BBVA Bancomer
373,Pumas,"sáb 6 de enero, 2018",Pachuca,VS,vuelta,clausura-2018,semifinales,19:06  Hrs.,Hidalgo
374,Veracruz,"sáb 6 de enero, 2018",Necaxa,VS,vuelta,clausura-2018,semifinales,21:00  Hrs.,Victoria
375,Chivas,"dom 7 de enero, 2018",Toluca,VS,vuelta,clausura-2018,semifinales,12:00  Hrs.,Nemesio Díez Riega
376,Lobos BUAP,"dom 7 de enero, 2018",Santos,VS,vuelta,clausura-2018,semifinales,18:00  Hrs.,Estadio TSM Corona
377,América,"dom 7 de enero, 2018",Club Querétaro,VS,vuelta,clausura-2018,semifinales,18:00  Hrs.,La Corregidora
378,Tigres,"vie 5 de enero, 2018",Puebla,VS,vuelta,clausura-2018,final,19:00  Hrs.,Cuauhtémoc
379,León,"vie 5 de enero, 2018",Atlas,VS,vuelta,clausura-2018,final,21:00  Hrs.,Jalisco
380,Club Tijuana,"sáb 6 de enero, 2018",Cruz Azul,VS,vuelta,clausura-2018,final,17:00  Hrs.,Azul
381,Morelia,"sáb 6 de enero, 2018",Monterrey,VS,vuelta,clausura-2018,final,19:00  Hrs.,BBVA Bancomer
382,Pumas,"sáb 6 de enero, 2018",Pachuca,VS,vuelta,clausura-2018,final,19:06  Hrs.,Hidalgo
383,Veracruz,"sáb 6 de enero, 2018",Necaxa,VS,vuelta,clausura-2018,final,21:00  Hrs.,Victoria
384,Chivas,"dom 7 de enero, 2018",Toluca,VS,vuelta,clausura-2018,final,12:00  Hrs.,Nemesio Díez Riega
385,Lobos BUAP,"dom 7 de enero, 2018",Santos,VS,vuelta,clausura-2018,final,18:00  Hrs.,Estadio TSM Corona
386,América,"dom 7 de enero, 2018",Club Querétaro,VS,vuelta,clausura-2018,final,18:00  Hrs.,La Corregidora
387,Tigres,"vie 5 de enero, 2018",Puebla,VS,ida,clausura-2018,final,19:00  Hrs.,Cuauhtémoc
388,León,"vie 5 de enero, 2018",Atlas,VS,ida,clausura-2018,final,21:00  Hrs.,Jalisco
389,Club Tijuana,"sáb 6 de enero, 2018",Cruz Azul,VS,ida,clausura-2018,final,17:00  Hrs.,Azul
390,Morelia,"sáb 6 de enero, 2018",Monterrey,VS,ida,clausura-2018,final,19:00  Hrs.,BBVA Bancomer
391,Pumas,"sáb 6 de enero, 2018",Pachuca,VS,ida,clausura-2018,final,19:06  Hrs.,Hidalgo
392,Veracruz,"sáb 6 de enero, 2018",Necaxa,VS,ida,clausura-2018,final,21:00  Hrs.,Victoria
393,Chivas,"dom 7 de enero, 2018",Toluca,VS,ida,clausura-2018,final,12:00  Hrs.,Nemesio Díez Riega
394,Lobos BUAP,"dom 7 de enero, 2018",Santos,VS,ida,clausura-2018,final,18:00  Hrs.,Estadio TSM Corona
395,América,"dom 7 de enero, 2018",Club Querétaro,VS,ida,clausura-2018,final,18:00  Hrs.,La Corregidora
396,Monterrey,"vie 21 de julio, 2017",Morelia,0 - 0,jornada-1,apertura-2017,regular,19:00  Hrs.,Morelos
397,Cruz Azul,"vie 21 de julio, 2017",Club Tijuana,0 - 2,jornada-1,apertura-2017,regular,21:00  Hrs.,Caliente
398,Club Querétaro,"sáb 22 de julio, 2017",América,0 - 1,jornada-1,apertura-2017,regular,17:00  Hrs.,Azteca
399,Santos,"sáb 22 de julio, 2017",Lobos BUAP,2 - 2,jornada-1,apertura-2017,regular,17:00  Hrs.,Estadio Universitario BUAP
400,Puebla,"sáb 22 de julio, 2017",Tigres,5 - 0,jornada-1,apertura-2017,regular,19:00  Hrs.,Universitario
401,Atlas,"sáb 22 de julio, 2017",León,0 - 3,jornada-1,apertura-2017,regular,19:06  Hrs.,Estadio León
402,Toluca,"sáb 22 de julio, 2017",Chivas,0 - 0,jornada-1,apertura-2017,regular,21:06  Hrs.,Chivas
403,Pachuca,"dom 23 de julio, 2017",Pumas,1 - 0,jornada-1,apertura-2017,regular,12:00  Hrs.,Olímpico de CU
404,Necaxa,"dom 23 de julio, 2017",Veracruz,0 - 2,jornada-1,apertura-2017,regular,18:49  Hrs.,Luis Pirata Fuente
405,Morelia,"vie 28 de julio, 2017",Puebla,1 - 1,jornada-2,apertura-2017,regular,19:00  Hrs.,Cuauhtémoc
406,Pumas,"vie 28 de julio, 2017",Atlas,2 - 1,jornada-2,apertura-2017,regular,21:00  Hrs.,Jalisco
407,Lobos BUAP,"sáb 29 de julio, 2017",Club Querétaro,0 - 4,jornada-2,apertura-2017,regular,17:00  Hrs.,La Corregidora
408,Chivas,"sáb 29 de julio, 2017",Cruz Azul,1 - 1,jornada-2,apertura-2017,regular,17:00  Hrs.,Azul
409,Veracruz,"sáb 29 de julio, 2017",Monterrey,1 - 0,jornada-2,apertura-2017,regular,19:00  Hrs.,BBVA Bancomer
410,América,"sáb 29 de julio, 2017",Pachuca,0 - 2,jornada-2,apertura-2017,regular,19:06  Hrs.,Hidalgo
411,Club Tijuana,"sáb 29 de julio, 2017",Necaxa,1 - 0,jornada-2,apertura-2017,regular,21:00  Hrs.,Victoria
412,León,"dom 30 de julio, 2017",Toluca,3 - 1,jornada-2,apertura-2017,regular,12:00  Hrs.,Nemesio Díez Riega
413,Tigres,"dom 30 de julio, 2017",Santos,1 - 1,jornada-2,apertura-2017,regular,18:30  Hrs.,Corona
414,Santos,"vie 4 de agosto, 2017",Morelia,1 - 1,jornada-3,apertura-2017,regular,19:00  Hrs.,Morelos
415,Monterrey,"vie 4 de agosto, 2017",Club Tijuana,0 - 3,jornada-3,apertura-2017,regular,21:00  Hrs.,Caliente
416,Pachuca,"sáb 5 de agosto, 2017",Lobos BUAP,3 - 2,jornada-3,apertura-2017,regular,17:00  Hrs.,Estadio Universitario BUAP
417,Club Querétaro,"sáb 5 de agosto, 2017",Tigres,1 - 1,jornada-3,apertura-2017,regular,19:00  Hrs.,Universitario
418,Cruz Azul,"sáb 5 de agosto, 2017",León,2 - 2,jornada-3,apertura-2017,regular,19:06  Hrs.,Estadio León
419,Pumas,"sáb 5 de agosto, 2017",América,2 - 1,jornada-3,apertura-2017,regular,21:00  Hrs.,Azteca
420,Necaxa,"sáb 5 de agosto, 2017",Chivas,2 - 2,jornada-3,apertura-2017,regular,21:06  Hrs.,Chivas
421,Atlas,"dom 6 de agosto, 2017",Toluca,3 - 2,jornada-3,apertura-2017,regular,12:00  Hrs.,Nemesio Díez Riega
422,Puebla,"dom 6 de agosto, 2017",Veracruz,2 - 0,jornada-3,apertura-2017,regular,18:30  Hrs.,Luis Pirata Fuente
423,Club Tijuana,"vie 11 de agosto, 2017",Puebla,1 - 1,jornada-4,apertura-2017,regular,19:00  Hrs.,Cuauhtémoc
424,América,"vie 11 de agosto, 2017",Atlas,0 - 1,jornada-4,apertura-2017,regular,21:00  Hrs.,Jalisco
425,Toluca,"sáb 12 de agosto, 2017",Cruz Azul,0 - 0,jornada-4,apertura-2017,regular,17:00  Hrs.,Azul
426,Morelia,"sáb 12 de agosto, 2017",Club Querétaro,2 - 1,jornada-4,apertura-2017,regular,17:00  Hrs.,La Corregidora
427,Chivas,"sáb 12 de agosto, 2017",Monterrey,4 - 1,jornada-4,apertura-2017,regular,19:00  Hrs.,BBVA Bancomer
