,IATA,ICAO,Airport name,Location served,Time,DST
2611,GMD,GMMB,Ben Slimane Airport[2],"Ben Slimane, Morocco",UTC±00:00,Mar-Oct1
2612,GME,UMGG,Gomel Airport,"Gomel, Belarus",UTC+03:00,
2613,GMI,AYGT,Gasmata Airport,"Gasmata, Papua New Guinea",UTC+10:00,
2614,GMM,FCOG,Gamboma Airport,"Gamboma, Republic of the Congo",UTC+01:00,
2615,GMN,NZGM,Greymouth Airport,"Greymouth, New Zealand",UTC+12:00,Sep-Apr
2616,GMO,DNGO,Gombe Lawanti International Airport[2],"Gombe, Nigeria",UTC+01:00,
2617,GMP,RKSS,Gimpo International Airport,"Seoul, South Korea",UTC+09:00,
2618,GMQ,ZLGL,Golog Maqin Airport[2],"Golog, Qinghai, China",UTC+08:00,
2619,GMR,NTGJ,Totegegie Airport (Gambier Island Airport),"Mangareva, Gambier Islands, French Polynesia",UTC−09:00,
2620,GMS,SNGM,Guimarães Airport,"Guimarães, Maranhão, Brazil",UTC−03:00,
2621,GMT,PAGZ,Granite Mountain Air Station (FAA: GSZ),"Granite Mountain, Alaska, United States",UTC−09:00,Mar-Nov
2622,GMU,KGMU,Greenville Downtown Airport,"Greenville, South Carolina, United States",UTC−05:00,Mar-Nov
2623,GMV,,Monument Valley Airport (FAA: UT25),"Monument Valley, Utah, United States",UTC−07:00,Mar-Nov
2624,GMZ,GCGM,La Gomera Airport,"La Gomera / Canary Islands, Spain",UTC±00:00,Mar-Oct
2625,GNA,UMMG,Grodno Airport,"Grodno, Belarus",UTC+03:00,
2626,GNB,LFLS,Grenoble–Isère Airport,"Grenoble, Rhône-Alpes, France",UTC+01:00,Mar-Oct
2627,GND,TGPY,Maurice Bishop International Airport,"St. George's, Grenada",UTC−04:00,
2628,GNF,,Gansner Field[2] (FAA: 2O1),"Quincy, California, United States",UTC−08:00,Mar-Nov
2629,GNG,KGNG,Gooding Municipal Airport,"Gooding, Idaho, United States",UTC−07:00,Mar-Nov
2630,GNI,RCGI,Lyudao Airport (Green Island Airport),"Lyudao (Green Island), Taiwan",UTC+08:00,
2631,GNM,SNGI,Guanambi Airport,"Guanambi, Bahia, Brazil",UTC−03:00,
2632,GNN,HAGH,Ginir Airport,"Ginir, Ethiopia",UTC+03:00,
2633,GNR,SAHR,Dr. Arturo Umberto Illia Airport,"General Roca, Río Negro, Argentina",UTC−03:00,
2634,GNS,WIMB,Binaka Airport,"Gunungsitoli, Indonesia",UTC+07:00,
2635,GNT,KGNT,Grants-Milan Municipal Airport,"Grants, New Mexico, United States",UTC−07:00,Mar-Nov
2636,GNU,,Goodnews Airport,"Goodnews Bay, Alaska, United States",UTC−09:00,Mar-Nov
2637,GNV,KGNV,Gainesville Regional Airport,"Gainesville, Florida, United States",UTC−05:00,Mar-Nov
2638,GNY,LTCS,Şanlıurfa GAP Airport,"Şanlıurfa, Turkey",UTC+03:00,
2639,GNZ,FBGZ,Ghanzi Airport,"Ghanzi, Botswana",UTC+02:00,
2640,GOA,LIMJ,Genoa Cristoforo Colombo Airport,"Genoa, Liguria, Italy",UTC+01:00,Mar-Oct
2641,GOB,HAGB,Robe Airport,"Goba, Ethiopia",UTC+03:00,
2642,GOC,AYGX,Gora Airport,"Gora, Papua New Guinea",UTC+10:00,
2643,GOE,,Gonaili Airstrip,"Gonaili, Papua New Guinea",UTC+10:00,
2644,GOG,FYGB,Gobabis Airport,"Gobabis, Namibia",UTC+01:00,Sep-Apr
2645,GOH,BGGH,Nuuk Airport,"Nuuk, Greenland",UTC−03:00,Mar-Oct
2646,GOI,VOGO,Goa International Airport (Dabolim Airport),"Dabolim, Goa, India",UTC+05:30,
2647,GOJ,UWGG,Nizhny Novgorod International Airport (Strigino Airport),"Nizhny Novgorod, Nizhny Novgorod Oblast, Russia",UTC+03:00,
2648,GOK,KGOK,Guthrie–Edmond Regional Airport,"Guthrie, Oklahoma, United States",UTC−06:00,Mar-Nov
2649,GOL,,Gold Beach Municipal Airport (FAA: 4S1),"Gold Beach, Oregon, United States",UTC−08:00,Mar-Nov
2650,GOM,FZNA,Goma International Airport,"Goma, Democratic Republic of the Congo",UTC+02:00,
2651,GON,KGON,Groton–New London Airport,"Groton / New London, Connecticut, United States",UTC−05:00,Mar-Nov
2652,GOO,YGDI,Goondiwindi Airport,"Goondiwindi, Queensland, Australia",UTC+10:00,
2653,GOP,VEGK,Gorakhpur Airport,"Gorakhpur, Uttar Pradesh, India",UTC+05:30,
2654,GOQ,ZLGM,Golmud Airport,"Golmud, Qinghai, China",UTC+08:00,
2655,GOR,HAGR,Gore Airport,"Gore, Ethiopia",UTC+03:00,
2656,GOS,,Gosford Airport,"Gosford, New South Wales, Australia",UTC+10:00,Oct-Apr
2657,GOT,ESGG,Göteborg Landvetter Airport,"Gothenburg, Sweden",UTC+01:00,Mar-Oct
2658,GOU,FKKR,Garoua International Airport,"Garoua, Cameroon",UTC+01:00,
2659,GOV,YPGV,Gove Airport,"Nhulunbuy, Northern Territory, Australia",UTC+09:30,
2660,GOZ,LBGO,Gorna Oryahovitsa Airport,"Gorna Oryahovitsa, Bulgaria",UTC+02:00,Mar-Oct
2661,GPA,LGRX,Araxos Airport,"Patras, Greece",UTC+02:00,Mar-Oct
2662,GPB,SBGU,Tancredo Thomas de Faria Airport,"Guarapuava, Paraná, Brazil",UTC−03:00,Oct-Feb
2663,GPD,YGON,Mount Gordon Airport[2],"Mount Gordon Mine, Queensland, Australia",UTC+10:00,
2664,GPI,SKGP,Guapi Airport (Juan Casiano Airport),"Guapi, Colombia",UTC−05:00,
2665,GPL,MRGP,Guápiles Airport,"Guápiles, Costa Rica",UTC−06:00,
2666,GPN,YGPT,Garden Point Airport,"Pularumpi, Northern Territory, Australia",UTC+09:30,
2667,GPO,SAZG,General Pico Airport,"General Pico, La Pampa, Argentina",UTC−03:00,
2668,GPS,SEGS,Seymour Airport,"Baltra Island, Galápagos Islands, Ecuador",UTC-06:00,
2669,GPT,KGPT,Gulfport–Biloxi International Airport,"Gulfport / Biloxi, Mississippi, United States",UTC−06:00,Mar-Nov
2670,GPZ,KGPZ,Grand Rapids–Itasca County Airport (Gordon Newstrom Field),"Grand Rapids, Minnesota, United States",UTC−06:00,Mar-Nov
2671,GQQ,KGQQ,Galion Municipal Airport,"Galion, Ohio, United States",UTC−05:00,Mar-Nov
2672,GRA,,Gamarra Airport,"Gamarra, Colombia",UTC−05:00,
2673,GRB,KGRB,Austin Straubel International Airport,"Green Bay, Wisconsin, United States",UTC−06:00,Mar-Nov
2674,GRC,,Grand Cess Airport,"Grand Cess, Liberia",UTC±00:00,
2675,GRD,KGRD,Greenwood County Airport,"Greenwood, South Carolina, United States",UTC−05:00,Mar-Nov
2676,GRE,KGRE,Greenville Airport,"Greenville, Illinois, United States",UTC−06:00,Mar-Nov
2677,GRF,KGRF,Gray Army Airfield,"Tacoma, Washington, United States",UTC−08:00,Mar-Nov
2678,GRG,OAGZ,Gardez Airport,"Gardez, Afghanistan",UTC+04:30,
2679,GRH,,Garuahi Airport,"Garuahi, Papua New Guinea",UTC+10:00,
2680,GRI,KGRI,Central Nebraska Regional Airport,"Grand Island, Nebraska, United States",UTC−06:00,Mar-Nov
2681,GRJ,FAGG,George Airport,"George, South Africa",UTC+02:00,
2682,GRK,KGRK,Killeen–Fort Hood Regional Airport / Robert Gray Army Airfield,"Fort Hood / Killeen, Texas, United States",UTC−06:00,Mar-Nov
2683,GRL,AYGG,Garasa Airport,"Garasa, Papua New Guinea",UTC+10:00,
2684,GRM,KCKC,Grand Marais/Cook County Airport (FAA: CKC),"Grand Marais, Minnesota, United States",UTC−06:00,Mar-Nov
2685,GRN,KGRN,Gordon Municipal Airport,"Gordon, Nebraska, United States",UTC−07:00,Mar-Nov
2686,GRO,LEGE,Girona–Costa Brava Airport,"Girona, Catalonia, Spain",UTC+01:00,Mar-Oct
2687,GRP,SWGI,Gurupi Airport,"Gurupi, Tocantins, Brazil",UTC−03:00,Oct-Feb
2688,GRQ,EHGG,Groningen Airport Eelde,"Groningen, Netherlands",UTC+01:00,Mar-Oct
2689,GRR,KGRR,Gerald R. Ford International Airport,"Grand Rapids, Michigan, United States",UTC−05:00,Mar-Nov
2690,GRS,LIRS,Grosseto Airport,"Grosseto, Tuscany, Italy",UTC+01:00,Mar-Oct
2691,GRT,,Gujrat Airport,"Gujrat, Pakistan",UTC+05:00,
2692,GRU,SBGR,São Paulo–Guarulhos International Airport,"São Paulo, Brazil",UTC−03:00,Oct-Feb
2693,GRV,URMG,Grozny Airport,"Grozny, Chechnya, Russia",UTC+03:00,
2694,GRW,LPGR,Graciosa Airport,"Graciosa, Azores, Portugal",UTC−01:00,Mar-Oct
2695,GRX,LEGR,Federico García Lorca Airport (Granada Jaén Airport),"Granada, Andalusia, Spain",UTC+01:00,Mar-Oct
2696,GRY,BIGR,Grímsey Airport,"Grímsey, Iceland",UTC±00:00,
2697,GRZ,LOWG,Graz Airport,"Graz, Austria",UTC+01:00,Mar-Oct
2698,GSA,WBKN,Long Pasia Airport,"Long Pasia, Sabah, Malaysia",UTC+08:00,
2699,GSB,KGSB,Seymour Johnson Air Force Base,"Goldsboro, North Carolina, United States",UTC−05:00,Mar-Nov
2700,GSC,YGSC,Gascoyne Junction Airport,"Gascoyne Junction, Western Australia, Australia",UTC+08:00,
2701,GSE,ESGP,Göteborg City Airport,"Gothenburg, Sweden",UTC+01:00,Mar-Oct
2702,GSH,KGSH,Goshen Municipal Airport,"Goshen, Indiana, United States",UTC−05:00,Mar-Nov
2703,GSI,SOGS,Grand-Santi Airport[2],"Grand-Santi, French Guiana",UTC−03:00,
2704,GSJ,MGSJ,San José Airport[2],"Puerto San José, Guatemala",UTC−06:00,
2705,GSL,,Taltheilei Narrows Airport[2] (TC: CFA7),"Taltheilei Narrows, Northwest Territories, Canada",UTC−07:00,Mar-Nov
2706,GSM,OIKQ,Dayrestan Airport (Qeshm International Airport),"Qeshm, Iran",UTC+03:30,Mar-Sep
2707,GSN,YMGN,Mount Gunson Airport,"Mount Gunson, South Australia, Australia",UTC+09:30,Oct-Apr
2708,GSO,KGSO,Piedmont Triad International Airport,"Greensboro, North Carolina, United States",UTC−05:00,Mar-Nov
2709,GSP,KGSP,Greenville–Spartanburg International Airport,"Greenville / Spartanburg, South Carolina, United States",UTC−05:00,Mar-Nov
2710,GSQ,HEOW,Sharq Al-Owainat Airport,"Sharq Al-Owainat, Egypt",UTC+02:00,
2711,GSR,HCMG,Qardho Airport,"Qardho, Somalia",UTC+03:00,
2712,GSS,,Sabi Sabi Airport,"Sabie, South Africa",UTC+02:00,
2713,GST,PAGS,Gustavus Airport,"Gustavus, Alaska, United States",UTC−09:00,Mar-Nov
2714,GSU,HSGF,Azaza Airport,"Gedaref, Sudan",UTC+03:00,
2715,GTA,AGOK,Gatokae Aerodrome,"Gatokae, Solomon Islands",UTC+11:00,
2716,GTE,YGTE,Groote Eylandt Airport,"Groote Eylandt, Northern Territory, Australia",UTC+09:30,
2717,GTF,KGTF,Great Falls International Airport,"Great Falls, Montana, United States",UTC−07:00,Mar-Nov
2718,GTG,KGTG,Grantsburg Municipal Airport,"Grantsburg, Wisconsin, United States",UTC−06:00,Mar-Nov
2719,GTI,EDCG,Rügen Airport (Güttin Airfield),"Güttin, Mecklenburg-Vorpommern, Germany",UTC+01:00,Mar-Oct
2720,GTN,NZGT,Glentanner Aerodrome,"Mount Cook, New Zealand",UTC+12:00,Sep-Apr
2721,GTO,WAMG,Jalaluddin Airport,"Gorontalo, Indonesia",UTC+08:00,
2722,GTP,,Grants Pass Airport[2] (FAA: 3S8),"Grants Pass, Oregon, United States",UTC−08:00,Mar-Nov
2723,GTR,KGTR,Golden Triangle Regional Airport,"Columbus / West Point / Starkville, Mississippi, United States",UTC−06:00,Mar-Nov
2724,GTS,YTGT,The Granites Airport,"The Granites, Northern Territory, Australia",UTC+09:30,
2725,GTT,YGTN,Georgetown Airport,"Georgetown, Queensland, Australia",UTC+10:00,
2726,GTW,LKHO,Holešov Airport,"Zlín, Czech Republic",UTC+01:00,Mar-Oct
2727,GTY,,Gettysburg Regional Airport (FAA: W05),"Gettysburg, Pennsylvania, United States",UTC−05:00,Mar-Nov
2728,GTZ,,Kirawira B Airstrip[2],"Grumeti, Tanzania",UTC+03:00,
2729,GUA,MGGT,La Aurora International Airport,"Guatemala City, Guatemala",UTC−06:00,
2730,GUB,MMGR,Guerrero Negro Airport,"Guerrero Negro, Baja California Sur,2 Mexico",UTC−07:00,Apr-Oct
2731,GUC,KGUC,Gunnison–Crested Butte Regional Airport,"Gunnison, Colorado, United States",UTC−07:00,Mar-Nov
2732,GUD,GAGM,Goundam Airport,"Goundam, Mali",UTC±00:00,
2733,GUE,,Guriaso Airport,"Guriaso, Papua New Guinea",UTC+10:00,
2734,GUF,KJKA,Jack Edwards Airport (FAA: JKA),"Gulf Shores, Alabama, United States",UTC−06:00,Mar-Nov
2735,GUG,AYGF,Guari Airport,"Guari, Papua New Guinea",UTC+10:00,
2736,GUH,YGDH,Gunnedah Airport,"Gunnedah, New South Wales, Australia",UTC+10:00,Oct-Apr
2737,GUI,SVGI,Güiria Airport,"Güiria, Venezuela",UTC−04:00,
2738,GUJ,SBGW,Guaratinguetá Airport,"Guaratinguetá, São Paulo, Brazil",UTC−03:00,Oct-Feb
2739,GUL,YGLB,Goulburn Airport,"Goulburn, New South Wales, Australia",UTC+10:00,Oct-Apr
2740,GUM,PGUM,Antonio B. Won Pat International Airport (Guam Int'l),"Hagåtña, Guam",UTC+10:00,
2741,GUP,KGUP,Gallup Municipal Airport,"Gallup, New Mexico, United States",UTC−07:00,Mar-Nov
2742,GUQ,SVGU,Guanare Airport,"Guanare, Venezuela",UTC−04:00,
2743,GUR,AYGN,Gurney Airport,"Alotau, Papua New Guinea",UTC+10:00,
2744,GUS,KGUS,Grissom Air Reserve Base,"Peru, Indiana, United States",UTC−05:00,Mar-Nov
2745,GUT,ETUO,RAF Gütersloh,"Gütersloh, North Rhine-Westphalia, Germany",UTC+01:00,Mar-Oct
2746,GUU,BIGF,Grundarfjörður Airport,"Grundarfjörður, Iceland",UTC±00:00,
2747,GUV,AYML,Mougulu Airport,"Mougulu, Papua New Guinea",UTC+10:00,
2748,GUW,UATG,Atyrau Airport,"Atyrau, Kazakhstan",UTC+05:00,
2749,GUX,VAGN,Guna Airport,"Guna, Madhya Pradesh, India",UTC+05:30,
2750,GUY,KGUY,Guymon Municipal Airport,"Guymon, Oklahoma, United States",UTC−06:00,Mar-Nov
2751,GUZ,SNGA,Guarapari Airport,"Guarapari, Espírito Santo, Brazil",UTC−03:00,Oct-Feb
2752,GVA,LSGG,Geneva Airport,"Geneva, Switzerland",UTC+01:00,Mar-Oct
2753,GVE,KGVE,Gordonsville Municipal Airport,"Gordonsville, Virginia, United States",UTC−05:00,Mar-Nov
2754,GVI,AYGV,Green River Airport,"Green River, Papua New Guinea",UTC+10:00,
2755,GVL,KGVL,Lee Gilmer Memorial Airport,"Gainesville, Georgia, United States",UTC−05:00,Mar-Nov
2756,GVN,UHKM,Sovetskaya Gavan Airport[2],"Sovetskaya Gavan, Khabarovsk Krai, Russia",UTC+10:00,
2757,GVP,YGNV,Greenvale Airport,"Greenvale, Queensland, Australia",UTC+10:00,
2758,GVR,SBGV,Coronel Altino Machado de Oliveira Airport,"Governador Valadares, Minas Gerais, Brazil",UTC−03:00,Oct-Feb
2759,GVT,KGVT,Majors Airport,"Greenville, Texas, United States",UTC−06:00,Mar-Nov
2760,GVX,ESSK,Gävle-Sandviken Airport,"Gävle, Sweden",UTC+01:00,Mar-Oct
2761,GWA,VYGW,Gwa Airport,"Gwa, Myanmar",UTC+06:30,
2762,GWD,OPGD,Gwadar International Airport,"Gwadar, Pakistan",UTC+05:00,
2763,GWE,FVTL,Thornhill Air Base,"Gweru, Zimbabwe",UTC+02:00,
2764,GWL,VIGR,Rajmata Vijaya Raje Scindia Airport (Gwalior Airport),"Gwalior, Madhya Pradesh, India",UTC+05:30,
2765,GWN,,Gnarowein Airport,"Gnarowein, Papua New Guinea",UTC+10:00,
2766,GWO,KGWO,Greenwood–Leflore Airport,"Greenwood, Mississippi, United States",UTC−06:00,Mar-Nov
2767,GWS,KGWS,Glenwood Springs Municipal Airport,"Glenwood Springs, Colorado, United States",UTC−07:00,Mar-Nov
2768,GWT,EDXW,Sylt Airport (Westerland Airport),"Sylt, Schleswig-Holstein, Germany",UTC+01:00,Mar-Oct
2769,GWV,,Glendale Fokker Field (FAA: WV66),"Glen Dale, West Virginia, United States",UTC−05:00,Mar-Nov
2770,GWY,EICM,Galway Airport,"Galway, Ireland",UTC±00:00,Mar-Oct
2771,GXF,OYSY,Sayun Airport,"Sayun, Yemen",UTC+03:00,
2772,GXG,FNNG,Negage Airport,"Negage, Angola",UTC+01:00,
2773,GXH,ZLXH,Gannan Xiahe Airport,"Xiahe, Gansu, China",UTC+08:00,
2774,GXQ,SCCY,Teniente Vidal Airfield,"Coyhaique, Chile",UTC−04:00,Aug-May
2775,GXX,FKKJ,Yagoua Airport,"Yagoua, Cameroon",UTC+01:00,
2776,GXY,KGXY,Greeley–Weld County Airport,"Greeley, Colorado, United States",UTC−07:00,Mar-Nov
2777,GYA,SLGY,Guayaramerín Airport,"Guayaramerín, Bolivia",UTC−04:00,
2778,GYD,UBBB,Heydar Aliyev International Airport,"Baku, Azerbaijan",UTC+04:00,
2779,GYE,SEGU,José Joaquín de Olmedo International Airport,"Guayaquil, Ecuador",UTC−05:00,
2780,GYG,UEMM,Magan Airport,"Magan, Yakutia, Russia",UTC+09:00,
2781,GYI,HRYG,Gisenyi Airport,"Gisenyi, Rwanda",UTC+02:00,
2782,GYL,YARG,Argyle Airport,"Argyle, Western Australia, Australia",UTC+08:00,
2783,GYM,MMGM,General José María Yáñez International Airport,"Guaymas, Sonora, Mexico",UTC−07:00,
2784,GYN,SBGO,Santa Genoveva Airport,"Goiânia, Goiás, Brazil",UTC−03:00,Oct-Feb
2785,GYP,YGYM,Gympie Airport,"Gympie, Queensland, Australia",UTC+10:00,
2786,GYR,KGYR,Phoenix Goodyear Airport,"Goodyear, Arizona, United States",UTC−07:00,
2787,GYS,ZUGU,Guangyuan Panlong Airport,"Guangyuan, Sichuan, China",UTC+08:00,
2788,GYU,ZLGY,Guyuan Liupanshan Airport[2],"Guyuan, Ningxia, China",UTC+08:00,
